ID,Q,SA,LA,rouge1_f1_respuesta_con_rag_SA,rouge1_precision_respuesta_con_rag_SA,rouge1_recall_respuesta_con_rag_SA,rouge2_f1_respuesta_con_rag_SA,rouge2_precision_respuesta_con_rag_SA,rouge2_recall_respuesta_con_rag_SA,rougeL_f1_respuesta_con_rag_SA,rougeL_precision_respuesta_con_rag_SA,rougeL_recall_respuesta_con_rag_SA,bleu_respuesta_con_rag_SA,rouge1_f1_respuesta_con_rag_LA,rouge1_precision_respuesta_con_rag_LA,rouge1_recall_respuesta_con_rag_LA,rouge2_f1_respuesta_con_rag_LA,rouge2_precision_respuesta_con_rag_LA,rouge2_recall_respuesta_con_rag_LA,rougeL_f1_respuesta_con_rag_LA,rougeL_precision_respuesta_con_rag_LA,rougeL_recall_respuesta_con_rag_LA,bleu_respuesta_con_rag_LA,rouge1_f1_respuesta_sin_rag_SA,rouge1_precision_respuesta_sin_rag_SA,rouge1_recall_respuesta_sin_rag_SA,rouge2_f1_respuesta_sin_rag_SA,rouge2_precision_respuesta_sin_rag_SA,rouge2_recall_respuesta_sin_rag_SA,rougeL_f1_respuesta_sin_rag_SA,rougeL_precision_respuesta_sin_rag_SA,rougeL_recall_respuesta_sin_rag_SA,bleu_respuesta_sin_rag_SA,rouge1_f1_respuesta_sin_rag_LA,rouge1_precision_respuesta_sin_rag_LA,rouge1_recall_respuesta_sin_rag_LA,rouge2_f1_respuesta_sin_rag_LA,rouge2_precision_respuesta_sin_rag_LA,rouge2_recall_respuesta_sin_rag_LA,rougeL_f1_respuesta_sin_rag_LA,rougeL_precision_respuesta_sin_rag_LA,rougeL_recall_respuesta_sin_rag_LA,bleu_respuesta_sin_rag_LA
Q_011,What is the minimum hourly remuneration during curricular internships?,3 euros.,The minimum hourly remuneration of inthership is 3 euros.,0.33333333333333337,0.2,1.0,0.19999999999999998,0.1111111111111111,1.0,0.33333333333333337,0.2,1.0,0.0,0.7368421052631577,0.7,0.7777777777777778,0.5882352941176471,0.5555555555555556,0.625,0.7368421052631577,0.7,0.7777777777777778,0.46924700641056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142855,0.10638297872340426,0.5555555555555556,0.11111111111111109,0.06521739130434782,0.375,0.14285714285714285,0.0851063829787234,0.4444444444444444,0.0
Q_012,How many internships can statistics students complete?,Up to two internships.,Statistics students can complete up to two internships.,0.6666666666666666,0.5,1.0,0.6,0.42857142857142855,1.0,0.6666666666666666,0.5,1.0,0.2984745896009823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0975609756097561,0.05405405405405406,0.5,0.0,0.0,0.0,0.0975609756097561,0.05405405405405406,0.5,0.0,0.22222222222222224,0.13513513513513514,0.625,0.046511627906976744,0.027777777777777776,0.14285714285714285,0.22222222222222224,0.13513513513513514,0.625,0.0
Q_013,What is GIPE?,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,0.6122448979591838,0.5172413793103449,0.75,0.3404255319148936,0.2857142857142857,0.42105263157894735,0.5306122448979592,0.4482758620689655,0.65,0.13267656524657334,0.6122448979591838,0.5172413793103449,0.75,0.3404255319148936,0.2857142857142857,0.42105263157894735,0.5306122448979592,0.4482758620689655,0.65,0.13267656524657334,0.04938271604938272,0.03278688524590164,0.1,0.0,0.0,0.0,0.04938271604938272,0.03278688524590164,0.1,0.0,0.04938271604938272,0.03278688524590164,0.1,0.0,0.0,0.0,0.04938271604938272,0.03278688524590164,0.1,0.0
Q_014,What is GAEF?,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular.","GAEF is the application used to track and evaluate internships, both curricular and extracurricular.",0.5490196078431372,0.3783783783783784,1.0,0.489795918367347,0.3333333333333333,0.9230769230769231,0.5490196078431372,0.3783783783783784,1.0,0.3102908135185952,0.5490196078431372,0.3783783783783784,1.0,0.489795918367347,0.3333333333333333,0.9230769230769231,0.5490196078431372,0.3783783783783784,1.0,0.3102908135185952,0.08,0.05555555555555555,0.14285714285714285,0.0,0.0,0.0,0.08,0.05555555555555555,0.14285714285714285,0.0,0.08,0.05555555555555555,0.14285714285714285,0.0,0.0,0.0,0.08,0.05555555555555555,0.14285714285714285,0.0
Q_015,How much in advance must the Career Services Office receive the internship documentation?,At least one week in advance.,The Career Services Office must receive the intership documentation at least one week in advance.,0.3157894736842105,0.1875,1.0,0.27777777777777773,0.16129032258064516,1.0,0.3157894736842105,0.1875,1.0,0.13009868453084908,0.5531914893617021,0.40625,0.8666666666666667,0.4,0.2903225806451613,0.6428571428571429,0.5531914893617021,0.40625,0.8666666666666667,0.27042049185058636,0.32,0.21052631578947367,0.6666666666666666,0.1739130434782609,0.1111111111111111,0.4,0.32,0.21052631578947367,0.6666666666666666,0.0,0.5882352941176471,0.5263157894736842,0.6666666666666666,0.31250000000000006,0.2777777777777778,0.35714285714285715,0.5882352941176471,0.5263157894736842,0.6666666666666666,0.17537670874647399
Q_016,Can a student substitute an enrolled elective course for an internship?,Yes.,The student can exchange a previously enrolled elective course for the internship course.,0.05714285714285715,0.029411764705882353,1.0,0.0,0.0,0.0,0.05714285714285715,0.029411764705882353,1.0,0.0,0.3829787234042553,0.2647058823529412,0.6923076923076923,0.17777777777777776,0.12121212121212122,0.3333333333333333,0.2978723404255319,0.20588235294117646,0.5384615384615384,0.08673245635389941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.30434782608695654,0.5384615384615384,0.1764705882352941,0.13636363636363635,0.25,0.33333333333333337,0.2608695652173913,0.46153846153846156,0.10845182904139573
Q_017,By when must first-semester curricular internships be active in GIPE?,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.,0.5925925925925926,0.42105263157894735,1.0,0.56,0.3888888888888889,1.0,0.5925925925925926,0.42105263157894735,1.0,0.3665882729601239,0.7999999999999999,0.7368421052631579,0.875,0.606060606060606,0.5555555555555556,0.6666666666666666,0.7999999999999999,0.7368421052631579,0.875,0.5875766810867468,0.07142857142857144,0.05,0.125,0.0,0.0,0.0,0.07142857142857144,0.05,0.125,0.0,0.38888888888888884,0.35,0.4375,0.17647058823529413,0.15789473684210525,0.2,0.2777777777777778,0.25,0.3125,0.0
Q_018,By when must second-semester curricular internships be active in GIPE?,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.,0.6399999999999999,0.47058823529411764,1.0,0.6086956521739131,0.4375,1.0,0.6399999999999999,0.47058823529411764,1.0,0.4141238765665521,0.8484848484848485,0.8235294117647058,0.875,0.7741935483870969,0.75,0.8,0.8484848484848485,0.8235294117647058,0.875,0.8193228857188178,0.07142857142857144,0.05,0.125,0.0,0.0,0.0,0.07142857142857144,0.05,0.125,0.0,0.38888888888888884,0.35,0.4375,0.17647058823529413,0.15789473684210525,0.2,0.2777777777777778,0.25,0.3125,0.0
Q_019,What is the deadline for internship enrollment extension?,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.,0.5384615384615384,0.3684210526315789,1.0,0.5,0.3333333333333333,1.0,0.5384615384615384,0.3684210526315789,1.0,0.24515235346013312,0.8484848484848484,0.7368421052631579,1.0,0.6451612903225806,0.5555555555555556,0.7692307692307693,0.7878787878787878,0.6842105263157895,0.9285714285714286,0.49883494354016517,0.02061855670103093,0.011111111111111112,0.14285714285714285,0.0,0.0,0.0,0.02061855670103093,0.011111111111111112,0.14285714285714285,0.0,0.15384615384615385,0.08888888888888889,0.5714285714285714,0.0784313725490196,0.0449438202247191,0.3076923076923077,0.13461538461538464,0.07777777777777778,0.5,0.0
Q_020,Can a student close their file if they have completed all credits but are still doing extracurricular internships?,No.,"No, the student cannot close their file until the internship end date has passed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128205128205129,0.4,0.7142857142857143,0.3783783783783784,0.2916666666666667,0.5384615384615384,0.5128205128205129,0.4,0.7142857142857143,0.27195592687669795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2790697674418604,0.20689655172413793,0.42857142857142855,0.0975609756097561,0.07142857142857142,0.15384615384615385,0.23255813953488377,0.1724137931034483,0.35714285714285715,0.0
Q_021,What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.,0.13333333333333333,0.07142857142857142,1.0,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,1.0,0.0,0.8461538461538461,0.7857142857142857,0.9166666666666666,0.6666666666666667,0.6153846153846154,0.7272727272727273,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.3943168375847629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.35714285714285715,0.29411764705882354,0.45454545454545453,0.5333333333333333,0.4444444444444444,0.6666666666666666,0.0
Q_022,What percentage of the final grade corresponds to the evaluation of the final report?,40%.,The evaluation of the final report accounts for 40% of the final grade.,0.13333333333333333,0.07142857142857142,1.0,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,1.0,0.0,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.64,0.6153846153846154,0.6666666666666666,0.8148148148148148,0.7857142857142857,0.8461538461538461,0.6147881529512643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.2857142857142857,0.7692307692307693,0.3478260869565218,0.23529411764705882,0.6666666666666666,0.41666666666666663,0.2857142857142857,0.7692307692307693,0.16817097892613786
Q_023,What percentage of the final grade corresponds to the academic supervisor’s monitoring?,20%.,The academic supervisor monitoring accounts for 20% of the final grade.,0.16666666666666669,0.09090909090909091,1.0,0.0,0.0,0.0,0.16666666666666669,0.09090909090909091,1.0,0.0,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.4000000000000001,0.4,0.4,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.27143466477063505,0.04878048780487806,0.025,1.0,0.0,0.0,0.0,0.04878048780487806,0.025,1.0,0.0,0.35294117647058826,0.225,0.8181818181818182,0.2448979591836735,0.15384615384615385,0.6,0.3137254901960785,0.2,0.7272727272727273,0.11282878483968255
Q_024,When is internship registration processed?,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.,0.4736842105263158,0.32142857142857145,0.9,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.4210526315789473,0.2857142857142857,0.8,0.15295559337528836,0.68,0.6071428571428571,0.7727272727272727,0.4166666666666667,0.37037037037037035,0.47619047619047616,0.64,0.5714285714285714,0.7272727272727273,0.23091393364837495,0.06060606060606061,0.043478260869565216,0.1,0.0,0.0,0.0,0.06060606060606061,0.043478260869565216,0.1,0.0,0.1333333333333333,0.13043478260869565,0.13636363636363635,0.0,0.0,0.0,0.1333333333333333,0.13043478260869565,0.13636363636363635,0.0
Q_025,Can students carry out international internships?,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership.",0.042553191489361694,0.021739130434782608,1.0,0.0,0.0,0.0,0.042553191489361694,0.021739130434782608,1.0,0.0,0.5074626865671641,0.3695652173913043,0.8095238095238095,0.39999999999999997,0.28888888888888886,0.65,0.4477611940298507,0.32608695652173914,0.7142857142857143,0.24929776703811482,0.1111111111111111,0.058823529411764705,1.0,0.0,0.0,0.0,0.1111111111111111,0.058823529411764705,1.0,0.0,0.2631578947368421,0.29411764705882354,0.23809523809523808,0.0,0.0,0.0,0.15789473684210528,0.17647058823529413,0.14285714285714285,0.0
Q_026,What type of insurance is required to undertake internships?,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership.",0.4827586206896552,0.3888888888888889,0.6363636363636364,0.29629629629629634,0.23529411764705882,0.4,0.4827586206896552,0.3888888888888889,0.6363636363636364,0.23550061570724218,0.5625000000000001,0.5,0.6428571428571429,0.33333333333333337,0.29411764705882354,0.38461538461538464,0.43750000000000006,0.3888888888888889,0.5,0.2082198320914845,0.10810810810810811,0.07692307692307693,0.18181818181818182,0.0,0.0,0.0,0.10810810810810811,0.07692307692307693,0.18181818181818182,0.0,0.15,0.11538461538461539,0.21428571428571427,0.0,0.0,0.0,0.1,0.07692307692307693,0.14285714285714285,0.0
Q_027,How do students under 28 obtain the required internship insurance?,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.,0.47058823529411764,0.3157894736842105,0.9230769230769231,0.28571428571428575,0.1891891891891892,0.5833333333333334,0.4313725490196079,0.2894736842105263,0.8461538461538461,0.09042237275053627,0.5714285714285714,0.42105263157894735,0.8888888888888888,0.37037037037037035,0.2702702702702703,0.5882352941176471,0.5357142857142857,0.39473684210526316,0.8333333333333334,0.14849103164051436,0.21621621621621623,0.16666666666666666,0.3076923076923077,0.0,0.0,0.0,0.16216216216216217,0.125,0.23076923076923078,0.0,0.380952380952381,0.3333333333333333,0.4444444444444444,0.15,0.13043478260869565,0.17647058823529413,0.3333333333333333,0.2916666666666667,0.3888888888888889,0.0
Q_028,What must students over 28 do to obtain internship insurance?,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.,0.30769230769230765,0.1875,0.8571428571428571,0.27027027027027023,0.16129032258064516,0.8333333333333334,0.30769230769230765,0.1875,0.8571428571428571,0.1535686541317235,0.4782608695652174,0.34375,0.7857142857142857,0.2727272727272727,0.1935483870967742,0.46153846153846156,0.43478260869565216,0.3125,0.7142857142857143,0.11751163762525296,0.04081632653061224,0.023809523809523808,0.14285714285714285,0.0,0.0,0.0,0.04081632653061224,0.023809523809523808,0.14285714285714285,0.0,0.17857142857142858,0.11904761904761904,0.35714285714285715,0.07407407407407408,0.04878048780487805,0.15384615384615385,0.17857142857142858,0.11904761904761904,0.35714285714285715,0.0
Q_029,What is the minimum length allowed for the internship final report?,15 pages.,The minumum length of the intership report is 15 pages.,0.17391304347826084,0.09523809523809523,1.0,0.09523809523809523,0.05,1.0,0.17391304347826084,0.09523809523809523,1.0,0.0,0.45161290322580644,0.3333333333333333,0.7,0.20689655172413793,0.15,0.3333333333333333,0.45161290322580644,0.3333333333333333,0.7,0.11213336822390839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.11363636363636363,0.5,0.0,0.0,0.0,0.14814814814814814,0.09090909090909091,0.4,0.0
Q_030,What is the maximun length allowed for the internship final report?,30 pages.,The maximum length of the intership report  is 30 pages.,0.2857142857142857,0.16666666666666666,1.0,0.16666666666666669,0.09090909090909091,1.0,0.2857142857142857,0.16666666666666666,1.0,0.0,0.7272727272727272,0.6666666666666666,0.8,0.5,0.45454545454545453,0.5555555555555556,0.7272727272727272,0.6666666666666666,0.8,0.39832871551569504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222222222218,0.13636363636363635,0.6,0.07692307692307693,0.046511627906976744,0.2222222222222222,0.18518518518518517,0.11363636363636363,0.5,0.0
Q_031,How many modalities of the Bachelor’s Thesis are defined?,Four modalities.,There are four modalities of the Bachelor’s Thesis.,0.1904761904761905,0.10526315789473684,1.0,0.10526315789473684,0.05555555555555555,1.0,0.1904761904761905,0.10526315789473684,1.0,0.0,0.6428571428571429,0.47368421052631576,1.0,0.6153846153846153,0.4444444444444444,1.0,0.6428571428571429,0.47368421052631576,1.0,0.3070898761263382,0.05405405405405405,0.02857142857142857,0.5,0.0,0.0,0.0,0.05405405405405405,0.02857142857142857,0.5,0.0,0.22727272727272727,0.14285714285714285,0.5555555555555556,0.14285714285714285,0.08823529411764706,0.375,0.1818181818181818,0.11428571428571428,0.4444444444444444,0.0
Q_032,Can a student carry out the Bachelor’s Thesis with an external company?,Yes.,Students can carry out the Bachelor's Thesis with an external company.,0.04878048780487806,0.025,1.0,0.0,0.0,0.0,0.04878048780487806,0.025,1.0,0.0,0.4615384615384615,0.3,1.0,0.44000000000000006,0.28205128205128205,1.0,0.4615384615384615,0.3,1.0,0.15662677402427772,0.06666666666666667,0.034482758620689655,1.0,0.0,0.0,0.0,0.06666666666666667,0.034482758620689655,1.0,0.0,0.5853658536585366,0.41379310344827586,1.0,0.4102564102564102,0.2857142857142857,0.7272727272727273,0.5365853658536586,0.3793103448275862,0.9166666666666666,0.13172130827463843
Q_033,Can a student carry out the Bachelor’s Thesis during the exchange?,Yes.,Students can carry out the Bachelor's Thesis during the exchange.,0.07407407407407407,0.038461538461538464,1.0,0.0,0.0,0.0,0.07407407407407407,0.038461538461538464,1.0,0.0,0.5945945945945945,0.4230769230769231,1.0,0.5714285714285715,0.4,1.0,0.5945945945945945,0.4230769230769231,1.0,0.17895706401541522,0.05405405405405406,0.027777777777777776,1.0,0.0,0.0,0.0,0.05405405405405406,0.027777777777777776,1.0,0.0,0.38297872340425526,0.25,0.8181818181818182,0.26666666666666666,0.17142857142857143,0.6,0.38297872340425526,0.25,0.8181818181818182,0.0
Q_034,What is the maximum number of students allowed for a Bachelor’s Thesis group?,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students.",0.1111111111111111,0.0625,0.5,0.0,0.0,0.0,0.1111111111111111,0.0625,0.5,0.0,0.5161290322580646,0.5,0.5333333333333333,0.3448275862068965,0.3333333333333333,0.35714285714285715,0.2580645161290323,0.25,0.26666666666666666,0.0,0.058823529411764705,0.03125,0.5,0.0,0.0,0.0,0.058823529411764705,0.03125,0.5,0.0,0.3404255319148936,0.25,0.5333333333333333,0.08888888888888889,0.06451612903225806,0.14285714285714285,0.25531914893617025,0.1875,0.4,0.0
Q_035,What is the maximum number of pages of the Bachelor's Thesis?,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.,0.3076923076923077,0.18181818181818182,1.0,0.18181818181818182,0.1,1.0,0.3076923076923077,0.18181818181818182,1.0,0.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7,0.7,0.7,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.49616830003403634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22950819672131148,0.14,0.6363636363636364,0.06779661016949151,0.04081632653061224,0.2,0.13114754098360654,0.08,0.36363636363636365,0.0
Q_036,How many hours does a student have to dedicate to their final degree project?,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.,0.08695652173913042,0.047619047619047616,0.5,0.0,0.0,0.0,0.08695652173913042,0.047619047619047616,0.5,0.0,0.2941176470588235,0.23809523809523808,0.38461538461538464,0.125,0.1,0.16666666666666666,0.2941176470588235,0.23809523809523808,0.38461538461538464,0.0,0.02105263157894737,0.010752688172043012,0.5,0.0,0.0,0.0,0.02105263157894737,0.010752688172043012,0.5,0.0,0.1509433962264151,0.08602150537634409,0.6153846153846154,0.01923076923076923,0.010869565217391304,0.08333333333333333,0.11320754716981131,0.06451612903225806,0.46153846153846156,0.0
