question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What is the minimum hourly remuneration during curricular internships?,The minimum hourly remuneration during curricular internships is 3 euros.,1.0,1.0,0.8713518338717444,0.9363476410738796,3 euros.,The minimum hourly remuneration of inthership is 3 euros.
How many internships can statistics students complete?,Statistics students can complete up to two internships.,1.0,0.9999996220043106,0.9358343583380823,1.0,Up to two internships.,Statistics students can complete up to two internships.
What is GIPE?,"GIPE is an application used to post internship offers and manage the corresponding documentation, such as agreements and training plans.",1.0,0.92310681644163,0.9886681761187653,0.9886681761187653,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.
What is GAEF?,"GAEF is an application used to track and evaluate internships, both curricular and extracurricular.",1.0,0.9275217559214167,0.8907490176693058,0.8907490176693058,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular.","GAEF is the application used to track and evaluate internships, both curricular and extracurricular."
How much in advance must the Career Services Office receive the internship documentation?,The Career Services Office must receive the internship documentation one week in advance.,1.0,0.8373076765775425,0.8832271777250124,0.6120648237004442,At least one week in advance.,The Career Services Office must receive the intership documentation at least one week in advance.
Can a student substitute an enrolled elective course for an internship?,"Yes, according to the document, students can exchange a previously enrolled elective course for the internship course if they meet certain conditions.",1.0,0.891517739679704,0.44210994414904015,0.591258464617499,Yes.,The student can exchange a previously enrolled elective course for the internship course.
By when must first-semester curricular internships be active in GIPE?,First-semester curricular internships must be in ACTIVE status in GIPE approximately before November 14 of the academic year.,1.0,0.9578288889415695,0.6167257980101218,0.9683247873648199,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.
By when must second-semester curricular internships be active in GIPE?,Second-semester curricular internships must be in ACTIVE status in GIPE approximately before April 30 of the academic year.,1.0,0.9508349736223046,0.6225191408439011,0.9707585139516242,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.
What is the deadline for internship enrollment extension?,"The deadline for internship enrollment extension is around May 31 of the academic year, assuming it is in ACTIVE status in GIPE.",1.0,1.0,0.6467800720722465,0.5897989926455485,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.
Can a student close their file if they have completed all credits but are still doing extracurricular internships?,"No, a student cannot close their file while they are still doing extracurricular internships, as the internship end date must pass first.",1.0,0.9225529437885963,0.5708353205271692,0.7250355181392412,No.,"No, the student cannot close their file until the internship end date has passed."
What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,The company supervisor's evaluation accounts for 40% of the final internship grade.,1.0,0.9618923676302323,0.8575319125208345,0.9733798037691335,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.
What percentage of the final grade corresponds to the evaluation of the final report?,Forty percent of the final grade corresponds to the evaluation of the final internship report.,1.0,0.8363401335370687,0.8552909988764794,0.9571752819047993,40%.,The evaluation of the final report accounts for 40% of the final grade.
What percentage of the final grade corresponds to the academic supervisor’s monitoring?,20% of the final grade corresponds to the academic supervisor's monitoring.,1.0,0.9909792904426583,0.8582047583865499,0.9705318734003805,20%.,The academic supervisor monitoring accounts for 20% of the final grade.
When is internship registration processed?,"Internship registration is processed once the corresponding training project has been approved, within a maximum of fifteen days after the project is marked as active in the GIPE.",1.0,0.7805024886971313,0.6466959938414314,0.9844657460303382,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.
Can students carry out international internships?,"Yes, all undergraduate, master's, or postgraduate students can do international internships, provided they meet certain conditions.",1.0,0.8307027016928658,0.445827754399905,0.5732941043674775,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership."
What type of insurance is required to undertake internships?,"A mandatory insurance policy providing medical, accident, liability, and repatriation coverage is required to undertake internships.",1.0,0.967538402064899,0.7890995221305976,0.9670641057265545,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership."
How do students under 28 obtain the required internship insurance?,Students under 28 obtain the required internship insurance when they enroll each academic year as part of their official degree program.,0.6666666666666666,0.5746424542534082,0.40032578604759383,0.5253492438955196,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.
What must students over 28 do to obtain internship insurance?,Students over 28 who are enrolled in the Faculty's own programs or are older than 28 years old must purchase a voluntary insurance policy at the time of registration or afterwards.,0.6666666666666666,0.7006738038505077,0.5174176427602288,0.8084300130447126,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,The minimum length allowed for the internship final report is 15 pages.,1.0,1.0000000000000002,0.8765113929292532,0.9797539442729064,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,The maximum length allowed for the internship final report is 30 pages.,1.0,0.9834207905270983,0.8837548680259608,0.980645475899713,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,There are four modalities of Bachelor's Thesis defined.,1.0,0.9881510835220028,0.8878780643478082,0.9858975663203472,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,"Yes, a student can carry out their Bachelor's Thesis in a company as part of an External Internship program.",1.0,0.8976346755166841,0.558772271228595,0.7135161446885844,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,"Yes, according to the document, the Bachelor's Thesis can be carried out during an academic exchange program under modality C.",1.0,0.8849110423467477,0.5597684208798391,0.6986889719169489,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,"Exceptionally, a maximum of two students can be part of a Bachelor's Thesis group, with prior written authorization from the Head of Studies.",0.5,0.901635963026021,0.6074419724931724,0.5743908658569612,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,The maximum number of pages for the Bachelor's Thesis is 50.,1.0,0.9931193648727987,0.8890452180688826,0.9607761068806608,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,The provided text doesn't specify how many hours a student has to dedicate to their final degree project.,1.0,0.0,0.09228721132486317,0.14432199341653507,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,The Bachelor’s Thesis is evaluated by the Bachelor’s Thesis Committee.,0.0,1.0,0.06634138298015774,0.0980275769947954,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,The student's defense of the thesis lasts approximately 15 minutes.,1.0,0.9999996223899923,0.8567043205520605,0.901351360866027,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,"The Bachelor's Thesis tribunal is composed of at least four members: the president, the secretary, one member, and a substitute.",1.0,0.8289816899326473,0.3412843795541699,0.9448082952154311,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,The Bachelor's Thesis must include between five and ten keywords in the abstract.,0.5,0.9653621225098706,0.9052666643473524,0.5674376837472846,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,The abstract of the final thesis should be no more than 10 lines long.,1.0,0.872320612513262,0.10343314483924258,0.161595524811022,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,The Bachelor’s Thesis is submitted through the dropbox set up in the Bachelor’s Thesis area of the Virtual Campus in PDF format.,1.0,0.899097130343956,0.5380984400678666,0.5695110497122137,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,Undergraduate students must have a minimum of 60 credits completed for participation in mobility programs.,1.0,0.952276661657039,0.8658828610908991,0.95942232895501,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,"The provided text states that the minimum number of credits to be taken in international mobility is 15 credits per semester, only for students with less than 60 credits remaining.",1.0,0.6729471364688181,0.141853729831955,0.16403260436004494,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,"For a full-year undergraduate mobility stay, a UB student needs to complete between 46 and 60 ECTS credits.",1.0,0.8984700865713243,0.9164877824652076,0.960042031729667,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,"If a student has fewer than 60 credits remaining in their degree, the minimum number of credits to be taken in international mobility is 15 credits per semester.",0.5,0.7994421193591518,0.48502057019482087,0.5385323446507803,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,"To participate in exchange programs, students need to provide either an NIE or DNI.",1.0,0.8090895849440892,0.6336800540433003,0.7005241511156219,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,A student on exchange can spend a maximum of 12 months on exchange per cycle of study.,1.0,0.9218223827848283,0.8528940126238803,0.9253390349744858,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"If there's a tie between two or more students, their spots will be awarded based on the number of ECTS credits passed, then by the applicant who hasn't participated in a mobility program before, and finally by the applicant with the highest score for the motivation statement.",1.0,0.7366118090614054,0.15071712938838114,0.4659118349664068,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,Assessment activity grades must be published no later than 14 calendar days after the tests have been administered or the assignments submitted.,1.0,0.8593021823435022,0.8676149593314153,0.9718497490236018,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,"The final course grade must be published within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude.",1.0,0.8012830405257553,0.41781318284176716,0.9822745967287834,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,Grades must be published 5 calendar days before the re-evaluation date.,1.0,0.8881030525036412,0.8870619209023864,0.9952988393668452,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,"If you cannot attend an assessment exam due to exceptional and duly justified reasons, the course coordinator will take steps to allow you to take it within the same academic period.",0.5,0.8918775319441367,0.47616533090269314,0.967761965807525,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,A student must achieve a grade of 9.0 or higher to be awarded an honors grade.,0.5,0.7473388570830678,0.43622841945572627,0.7203945964671543,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,The maximum percentage of honors allowed in a course is 5%.,1.0,0.9999999999999997,0.8656867012898316,0.6927401634671202,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,Belonging to Group A in a course listed on your academic transcript means you received an A grade for that course.,1.0,0.9565201898124346,0.1279017669990225,0.17658653336081112,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,"Yes, a passed course can be re-evaluated if the student waives the grade obtained.",0.5,0.9441029362484672,0.04223691135413416,0.59158240752036,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,The grade waiver must be submitted in writing to the relevant instructor during the grade review period.,1.0,0.943966095360325,0.945802750514742,0.9960104746114296,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,"If a student commits any other irregularity in an assessment, that assessment is graded 0.",1.0,0.9881133909470318,0.9214484791581221,0.9750853471333475,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,Credit recognition in university studies allows students to accept credits earned from previous studies at other institutions towards their current degree program at the University of Barcelona.,1.0,0.922054354236954,0.9351323954014543,0.9351323954014543,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,"No, the document states that credits corresponding to the Final Degree Project cannot be recognized.",1.0,0.7901272628161848,0.06830147623322096,0.7132035784124522,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,"For the 2025-2026 academic year, recognized credits are subject to a 20% fee of the regular credit fee.",1.0,0.7603046307059304,0.34588787967831564,0.4704129183772241,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,"The fee for processing a credit recognition request is €54.54 per academic year, as established by Decree 125/2025, of June 17.",1.0,0.9627830006019793,0.5905138057048167,0.5464957782708761,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"To be eligible for the recognition of 6 optional internship credits, students must demonstrate a minimum of 1,500 hours of professional experience over the past five years.",1.0,0.8186739977819237,0.8676196264623051,0.8315281151455232,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,The maximum number of optional credits that can be obtained through participation in cultural or representative activities is six.,1.0,0.9999996632428488,0.8736963039168417,0.7350808545828914,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,The provided text does not specify the exact enrollment periods during the academic year where credit recognition is possible.,0.5,0.0,0.37078877762090995,0.42772550985020913,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,A student studying full-time must enroll between 46 and 60 credits during the first year.,0.0,0.9316615460185934,0.11719830607887358,0.21964898888264855,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,A student studying part-time must enroll between 30 and 45 credits during the first year.,1.0,0.9323736478491894,0.11765700491279985,0.7213033255801926,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,A full-time first-year student must pass at least 18 credits to remain in the degree program by the end of the first year.,1.0,0.9860583896655396,0.7356430593535406,0.7017550182371283,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,A part-time first-year student must pass at least 24 credits to remain in the degree program.,0.5,0.9999999999999997,0.12035737769355398,0.16852014668620513,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,"After the first year, a student can enroll in a minimum of 18 credits.",1.0,0.8999727733248614,0.895847731303512,0.6746083777169831,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,The maximum number of credits a student can normally enroll in per academic year is 78.,0.0,0.9999999999999999,0.1157635799659933,0.16599495869701827,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,"A student can enroll in more than 60 credits exceptionally, and only if justified, by the Head of Studies through an express resolution.",1.0,0.987247351761151,0.9625544709621378,0.8554116138192805,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,The document does not specify how many credits define part-time enrollment from the second year onward.,1.0,0.0,0.1299900369373558,0.18817824929611224,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,Full-time enrollment from the second year onward requires enrolling in between 46 and 60 credits.,0.0,0.8693630329275818,0.9169929155999,0.7380225991355638,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,"To enroll in required credits from an upper-level course, students must also enroll in all outstanding required credits from lower-level courses.",0.5,0.8541628201701688,0.20253389141614048,0.5868001557466805,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,"If a student fails to pass at least 50% of their enrolled credits for two consecutive years, they may not remain in the degree program.",1.0,0.9999999999999999,0.9068055691668249,0.9868571936029779,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,A full-time first-year dual-degree student must enroll in a minimum of 60 credits and a maximum of 90 credits.,1.0,0.9223164356774799,0.8912282654181788,0.9765080976189002,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,"To remain in the dual-degree program, a first-year student must pass at least 24 credits at the end of their first year.",1.0,0.7485075650732907,0.8532202639605144,0.833459024462389,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,A part-time dual-degree student must enroll between a minimum of 30 and a maximum of 45 credits during the first year.,1.0,0.8818484374880978,0.9040534793435975,0.9792628143347459,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,A part-time dual-degree student must pass at least 6 credits at the end of the first year to remain in the program.,1.0,0.7417278633527697,0.13089536114420347,0.5255174850371409,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,"After the first year, a dual-degree student can enroll in a minimum of 30 credits.",1.0,0.9416833391722977,0.8651686661184042,0.7311955616937128,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,The provided text does not specify the maximum number of credits a dual-degree student can enroll in per academic year.,0.0,0.0,0.09764999394696341,0.19497351125027912,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,The maximum enrollment duration for a full-time student in a 240-credit bachelor's degree is seven years.,1.0,0.9931496867185361,0.9287471877011813,0.6004681752582446,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,The maximum enrollment duration for full-time students in dual-degree programs is eight years.,1.0,1.0,0.5583018743354003,0.9702452559531001,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,Part-time students are granted three additional years to complete their studies after exceeding the initial timeframe.,0.5,0.9319315625886876,0.5916430056127959,0.6029075217829816,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,Full-time enrollment is defined as enrolling in between 46 and 60 credits per academic year.,0.0,0.8420728976193388,0.44723146664296487,0.518081037186056,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,"No, awarded or transferred credits do not count towards retention requirements.",1.0,0.9983755104888116,0.8219179358955753,0.978687324673074,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,A student is considered to have withdrawn from their studies when two consecutive academic years have passed without enrollment.,1.0,1.0,0.9465955849285742,0.9781048041708279,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,A student who withdraws from a program or dual-degree track after passing some credits can apply for readmission to the dean's office.,1.0,0.5787191521702106,0.5574820114849266,0.5881225884166279,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,"No, mobility students are exempt from meeting the conditions established in the Permanence Regulations during the year in which they take credits at another university.",1.0,0.8316975024874719,0.42930029451264656,0.974927440226214,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"If a student does not meet the permanence conditions, they must withdraw from the bachelor's degree, master's degree, or dual-degree program in which they were enrolled.",1.0,0.9137890283165281,0.9045658752216236,0.9401727054999798,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,There are fifteen computer labs available at the Faculty.,1.0,0.9999996331037267,0.8423219806351387,0.9937376077418065,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"The computer labs are located in three different areas: the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.",1.0,0.9999999999999997,0.8405452545662012,0.8881599887066491,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,"Members of the UB university community, including faculty, students, PTGAS, and UB Alumni, can access the computer labs.",1.0,0.8222697693383392,0.3877485228018878,0.3866736913523907,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,The computer labs are open from 8:00 AM to 9:00 PM during the academic term.,1.0,1.0000000000000002,0.7342868760184553,0.836575911270114,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,There are a total of 18 study rooms available at the Faculty.,0.0,1.0000000000000002,0.136824394039639,0.21118903003609277,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,"The study rooms are located in Building 696 (ground floor), Building 696 (2nd floor), and Building 690.",0.6666666666666666,1.0,0.9544762508784398,0.9544783514075694,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"The UB Sports Service offers a variety of sports facilities, including a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.",1.0,0.9440943673572693,0.9370524003462509,0.9206496469203019,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,The cost to rent a locker for an academic year is 11€.,1.0,0.9901252002399152,0.8550520500163584,0.9771723886531627,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,Students must provide their own lock when renting a locker.,1.0,1.0,0.8915780957327245,0.9845450657392263,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"Faculty spaces can be rented for conferences, lectures, exams, commercials, and films, among other possibilities.",1.0,0.9902749315210265,0.882506253968834,0.9098303642998808,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,"The Faculty spaces can be rented by the hour or by the day, and they can also be rented for the entire academic year.",0.6666666666666666,1.0000000000000002,0.7575817608931888,0.8290315450383042,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,"Only members of the UB community, including faculty, students, PTGAS, and UB alumni, can access the library on weekends and holidays.",1.0,0.9999999999999997,0.6245195415406626,0.6964499203898897,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,Members of Catalan public universities and the National Library of Catalonia can also access the library.,1.0,0.5685513423281037,0.8087886659093743,0.8327061441275749,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,"When the library reaches its capacity, access will be prioritized for members of the UB community with prior notice.",0.5,0.905101983545721,0.6879859651370533,0.7262555690157011,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,There are two bars available at the Faculty: one in Building 690 and another in Building 696.,1.0,0.9406615886653055,0.4388415519787637,0.5797452702495127,Two.,There are two bars at the faculty.
Where are the bars located?,The bars are located in Building 690 and Building 696.,1.0,1.0,0.9504479030912099,0.9813326452831566,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,The bars are open until 8:00 p.m.,1.0,0.8230047202315122,0.8678122443725151,0.9630808099736299,8:00 PM.,The bar service are open until 8:00 PM.
