question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
How much in advance must the Career Services Office receive the internship documentation?,one week,1.0,0.19747688071080294,0.8864293722931993,0.46319735220349606,At least one week in advance.,The Career Services Office must receive the intership documentation at least one week in advance.
Can a student substitute an enrolled elective course for an internship?,you can exchange a previously enrolled elective course for the internship course:,1.0,0.8700761780571752,0.7924620178647646,0.981146671606435,Yes.,The student can exchange a previously enrolled elective course for the internship course.
By when must first-semester curricular internships be active in GIPE?,November 14,1.0,0.1558711501535479,0.6290554645186325,0.5497309549750775,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.
By when must second-semester curricular internships be active in GIPE?,April 30 of the academic year,1.0,0.3169332915340023,0.7149385738272084,0.6216751787217775,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.
What is the deadline for internship enrollment extension?,Around May 31 of the academic year in ACTIVE status in GIPE.,1.0,0.0,0.6832234609981701,0.5176026394116573,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.
Can a student close their file if they have completed all credits but are still doing extracurricular internships?,the student cannot close their file or request their bachelor's/master's/postgraduate degree until the internship end date has passed.,0.2,0.712926444263496,0.28909400364542537,0.4227927346497712,No.,"No, the student cannot close their file until the internship end date has passed."
What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,40%,1.0,0.0,0.9786117011514626,0.8622503386317647,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.
What percentage of the final grade corresponds to the evaluation of the final report?,40%,1.0,0.0,0.9786104468477054,0.867647491010456,40%.,The evaluation of the final report accounts for 40% of the final grade.
What percentage of the final grade corresponds to the academic supervisor’s monitoring?,20%,1.0,0.0,0.9723910965987206,0.8569239222215042,20%.,The academic supervisor monitoring accounts for 20% of the final grade.
When is internship registration processed?,once the corresponding training project has been approved,1.0,0.0,0.9480463725417694,0.6410208761729651,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.
Can students carry out international internships?,"All undergraduate, master's, or postgraduate students can do international internships, provided they have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree), during a period without academic activity (for example, during the summer after exams have already ended).",1.0,0.8307756769861417,0.26144089207335075,0.43317747100342624,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership."
What type of insurance is required to undertake internships?,"medical, accident, liability, and repatriation coverage",1.0,0.3626638964993754,0.919415803325086,0.8875980582339233,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership."
How do students under 28 obtain the required internship insurance?,when they enroll each academic year,1.0,0.33398670963063565,0.45121572065127513,0.6059365780369765,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.
What must students over 28 do to obtain internship insurance?,purchase a voluntary insurance policy at the time of registration or purchase it afterward,0.5,0.4193868898009782,0.6768407055221622,0.8978189936040765,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,15 pages,1.0,0.2925219703548882,0.9855058924401948,0.8731090304994767,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,30 pages,1.0,0.32791524321440624,0.9860384361416978,0.8840071018694262,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,four,1.0,0.14091344379183615,0.8387602687070477,0.8109649936611357,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,yes,1.0,0.14448128102977775,0.9053796211666132,0.7675859841006574,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,yes,1.0,0.1562647040077735,0.9053796211666132,0.7692445020477944,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,two,0.0,0.13487088358670862,0.8462439554529013,0.5547132553780578,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,50.,1.0,0.11597661662162527,0.6026093148180551,0.823567646943627,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,450h,0.0,0.0,0.8931515810628907,0.8215873136931015,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,the Bachelor’s Thesis Committee,0.0,0.7864532096644554,0.07073129008431976,0.07844126818421608,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,15 minutes,0.0,0.32195910572897235,0.9307179519504938,0.88220488744583,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,four,1.0,0.14435778690491022,0.9077976746694585,0.32794681183166213,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,five and no more than ten,0.5,0.17976306529959504,0.6161051930671023,0.5984009197686638,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,10 lines,0.0,0.2621400987380847,0.0846517921373619,0.05647582088805645,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,the Virtual Campus,1.0,0.18026360972631983,0.1717848258607466,0.12107688309023416,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,60,1.0,0.13699934192210156,0.8602959777181489,0.4333664000166368,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,15 credits per semester.,1.0,0.713251956089323,0.13569043101033768,0.14196581996215327,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,between 46 and 60 ECTS,1.0,0.6060805191832062,0.9556931273893416,0.9135955486899567,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,15 credits per semester,0.0,0.6433705986325645,0.9572940616077744,0.9480001465112082,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,NIE or DNI,1.0,0.0,1.0,0.930643999902698,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,12 months,1.0,0.25974352698327025,0.9851628884098412,0.60527895490234,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"the tie-breaking criteria will be applied: First, applications will be ranked based on the number of ECTS credits passed, in descending order.",1.0,0.44007587958172256,0.14305851686321605,0.45889153044370246,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,14 calendar days,1.0,0.27270228746409125,0.9920107469605527,0.624584472532506,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,"within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude.",1.0,0.37941980180093093,0.4351770359912714,0.9415760303226203,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,5 calendar days,1.0,0.3022352435634467,0.9894319320970109,0.8843461941900741,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,the course coordinator must take the necessary measures to ensure it can take place within the same academic period.,1.0,0.35258551377178576,0.9944195201106485,0.7921334898621866,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,9.0,1.0,0.14082070330264967,0.6650731606392652,0.8575412298196978,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,5%,1.0,0.0,0.9674991835344389,0.6007636593359569,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,the top 10%,1.0,0.0,0.4233706686016083,0.4196117757936425,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,no,0.0,0.2564111915630341,0.8870205890530397,0.5284622047007084,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,relevant instructor,1.0,0.0,0.47093400579176625,0.46592305466027784,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,that assessment is graded 0.,1.0,0.44165433851999997,0.9668222440206026,0.9235502644699707,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,the acceptance of credits obtained in previous official studies,1.0,0.6378737926610795,0.7979916614972441,0.7979872725431782,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,Under no circumstances,1.0,0.0,0.9737329159262136,0.8495527191152968,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,20%,1.0,0.0,0.13361514385724013,0.8548161350865544,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,€54.54,1.0,0.23174636439465,0.921954550548248,0.09669571758083957,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"1,500",1.0,0.17651796748002316,0.49557619453865825,0.4445522776436786,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,six,1.0,0.1561215292547895,0.8417027379602047,0.5369345781067927,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,"part-time when they enroll in between 18 and 45 credits, and full-time when they enroll in between 46 and 60 credits",1.0,0.5867122700630791,0.057355391166612625,0.12376856530281442,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,60,1.0,0.08755325548563946,0.8602867868983314,0.8098887287687531,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,30,1.0,0.08240542567691109,0.8339392208335088,0.5557788324430325,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,18,1.0,0.14042202323372657,0.840504223569439,0.44249505426256885,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,30,0.0,0.13267058432760656,0.05211396201644415,0.3380547229486325,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,18,1.0,0.13399777917715716,0.590504223569439,0.5678515056115889,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,78,0.0,0.12372024102901989,0.08390086792909379,0.05924983725405712,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,when justified,1.0,0.0,0.05759972417688426,0.05759972417688426,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,between 18 and 45,0.0,0.15117510787481997,0.6452068305533324,0.4693104333445868,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,46,0.0,0.13191681347746628,0.07428035144957809,0.4244894345090542,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,they must also enroll in all outstanding required credits from lower-level courses,1.0,0.6966995415220905,0.9749061783903284,0.9695560024587844,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,A student may not remain in the degree program for a second consecutive year of enrollment in which they fail to pass at least 50% of the credits enrolled.,0.5,0.8814195841028369,0.6533957188453627,0.9821370667522954,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,60,1.0,0.08261319455643831,0.5779731143488169,0.5575005735339302,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,12,0.0,0.11897949670456272,0.09313166053355579,0.042191389800974394,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,between a minimum of 30 credits and a maximum of 45,1.0,0.5171032799666434,0.9530521623156445,0.8836989860606078,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,6,1.0,0.11759581771529053,0.07689960410912584,0.050834505107640315,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,30,1.0,0.1036596038029443,0.5839704994917247,0.5500984213719121,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,90,1.0,0.0969324066505325,0.598532412558824,0.5620852679843358,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,seven years,1.0,0.3253358925888025,0.6095276455832892,0.4625221917233924,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,eight years,1.0,0.3106966273934099,0.614098533047779,0.8527071522848756,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,three,1.0,0.157043242221596,0.8658372239819256,0.5474326892631808,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,forty-six,0.0,0.15863273800354935,0.5706718119364664,0.5586468199934562,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,no,1.0,0.22708319754142745,0.8869995536591514,0.8029150464486916,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,two consecutive academic years have passed without enrollment,1.0,0.365075781040281,0.9752099011453007,0.6918808843044437,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,they may apply for readmission to the dean's office,1.0,0.38806751543874185,0.7410873551508806,0.9538229810790935,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,The student participating in mobility programs is exempt from meeting the conditions established in the Permanence Regulations during the year in which they take credits at another university,1.0,0.8342894073483484,0.5268066490830163,0.956214077678957,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"must withdraw from the bachelor's degree, the master's degree, or the dual-degree program in which they were enrolled",0.0,0.46549843289094034,0.4753641019730141,0.44580501944888795,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,fifteen,1.0,0.23034260863728473,0.9214687799129192,0.8526336651312748,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696",1.0,0.34488814999951606,0.9761469962351322,0.9449829916597341,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,you must identify yourself as a member of the University,1.0,0.2580911662955684,0.9127418470454136,0.6579332068283471,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,8:00 AM to 9:00 PM,1.0,0.5890430281533223,0.9699366602153917,0.8998219731453979,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,ten,1.0,0.1256243554935412,0.8203731283732928,0.7961353520000856,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,Building 696 (ground floor). Two rooms in Building 696 (2nd floor). Three rooms in Building 690.,1.0,0.450444838313558,0.4811253141024632,0.4811258084374599,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf and a rugby field, a multi-purpose gymnasium and an athletic track, among others.",1.0,0.7012414120750022,0.9393826152085868,0.9128046733595861,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,11€,1.0,0.2162258797093047,0.9589908004185933,0.8584208838721222,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,own lock,1.0,0.0,0.9269802554330641,0.8828582836925127,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"conferences, lectures, exams, commercials, and films",1.0,0.4058254565039275,0.9164233422321317,0.8968907855778332,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,by the hour or by the day,1.0,0.0,0.925772784865426,0.8893197465908793,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,members of the UB community,1.0,0.26533454294976916,0.7522492581054646,0.8426720512315012,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,Catalan public universities and the National Library of Catalonia,1.0,0.3510928080217824,0.8070282230069057,0.8116642637601632,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,Access will be prioritized for members of the UB community,1.0,0.31027139920080943,0.9887597728367623,0.708630827249116,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,two bars,1.0,0.6725335734219918,0.8618303554222858,0.9075097226392883,Two.,There are two bars at the faculty.
Where are the bars located?,Building 690 and the other in Building 696,1.0,0.3488541379952967,0.9737172133064282,0.9454668226890128,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,8:00 p.m.,1.0,0.41619651240594696,0.9758872624801798,0.8752718403291949,8:00 PM.,The bar service are open until 8:00 PM.
When does the scholarship application period usually take place?,late March to mid-May,1.0,0.28621542167382225,0.9058933362563584,0.8819334905871542,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,AGAUR website,1.0,0.1994383989422771,0.9549968178438816,0.6192079674997161,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,"Apply within the deadline, even if you don't know what you'll study, or even if you're not sure whether you'll study at all.",1.0,0.0,0.4308949547836651,0.6680575445867744,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,"In September, the form will reopen and, if necessary, you can modify your choices.",1.0,0.5124049039780345,0.41429331142142306,0.5030175808030346,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,an exemption from the public fee for academic services for credits enrolled for the first time and in accordance with the conditions set forth in the call,1.0,0.4552502350658438,0.8227498564979808,0.7962028016061105,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,€60,1.0,0.2965960557702043,0.9106456623551952,0.8865119509157896,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,"family income, your grade point average, and the total budget the Ministry allocates to the scholarships",0.6666666666666666,0.7950103923598569,0.9460430227859107,0.9348412509121368,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"For income: €1,700. For residency: €2,700. For academic excellence: between €50 and €125.",0.6666666666666666,0.5201908047703915,0.9685843353110124,0.9506893444966434,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,30,0.0,0.10353875982008036,0.8339704994917247,0.7975009380640705,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,Everyone who is awarded the scholarship,0.5,0.0,0.6940246266309865,0.694036066551577,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,full-time studies,1.0,0.22486958134673615,0.16310757929976052,0.6328886959778925,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,threshold 1,1.0,0.0,0.11748932181508791,0.8344976069029441,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,residency amount and the variable amount,0.5,0.0,0.9524272454025045,0.9283720789642987,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,fixed income-based award (€350) and the fixed residency-based award (€350).,1.0,0.2766591590969126,0.97583654952979,0.9758397820538376,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,minimum variable award,1.0,0.3388470167911118,0.9336493397781364,0.6456556017419235,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,"residence permit in Spain, i.e., an NIE/TIE (Foreign Identification Card).",1.0,0.4547286379336149,0.5045665522809699,0.7812098583797711,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,Spanish citizen or hold the nationality of a member state of the European Union.,0.5,0.0,0.5760666754832023,0.7735260384404231,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,"Not hold, at the time of applying for the scholarship, a degree of a level equal to or higher than the level of studies for which the scholarship is being requested.",1.0,0.7276306306579401,0.8246302180107086,0.9294272361667868,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,pass 65% of the credits they have enrolled in,0.5,0.3421789903359678,0.590730626167205,0.5699820916876907,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,"In either of these cases, you will have to return all awarded aid. (including the tuition scholarship).",1.0,0.3565635224138192,0.9586725444041045,0.9161108679282615,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
