question,answer,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What percentage of the final grade corresponds to the academic supervisor’s monitoring?,"The percentage of the final grade that corresponds to the academic supervisor's monitoring depends on the specific requirements and expectations of the course and the university. Generally, the percentage of the final grade that corresponds to the academic supervisor's monitoring is usually between 10-20%. However, it may vary depending on the course, the university, and the specific requirements and expectations of the course.",0.0,0.07918482309050985,0.9414145564480911,20%.,The academic supervisor monitoring accounts for 20% of the final grade.
When is internship registration processed?,"Internship registration at the Faculty of Economics and Business of the University of Barcelona (UB) is usually processed during the first week of September. However, the exact date may vary depending on the availability of internship positions and the number of applications received. It is recommended to check the official website of the UB for the latest information on internship registration dates.",0.7484438169915943,0.049699450806677384,0.10291703237712185,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.
Can students carry out international internships?,"Yes, students can carry out international internships as part of their studies at the Faculty of Economics and Business of the University of Barcelona (UB). The university offers various internship programs and partnerships with international organizations, allowing students to gain practical experience and knowledge in different industries and countries. The university also provides support and resources to help students navigate the internship process and find suitable opportunities.",0.7503918852992567,0.29082869784568,0.3958418653130579,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership."
What type of insurance is required to undertake internships?,"To undertake internships, you will need to have a valid insurance policy that covers you for any accidents, injuries, or illnesses that may occur during your internship. The type of insurance required will depend on the internship program and the country you are working in. It is recommended to check with the internship program or the relevant authorities to determine the specific insurance requirements.",0.9796462797476777,0.4156711950036085,0.4194065244480859,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership."
How do students under 28 obtain the required internship insurance?,"Students under 28 years of age who are enrolled in a Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB) can obtain the required internship insurance through the UB's Student Services. The insurance is available to students who have completed their first year of studies and are enrolled in the Statistics program. The insurance covers the cost of the internship, including the cost of the internship placement, as well as any other expenses related to the internship, such as transportation, accommodation, and food. The insurance is renewable annually and is subject to the payment of a fee. Students can obtain more information about the insurance and",0.7404558768366799,0.36663382134874284,0.30351025116723895,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.
What must students over 28 do to obtain internship insurance?,"Students over 28 must obtain internship insurance from the UB's International Office. This insurance covers the student's health and accidental death and dismemberment insurance, as well as the cost of medical evacuation. The insurance is available to all students who are enrolled in a UB program and are over 28 years old.",0.7035639222965545,0.09738541476042793,0.5173353836575108,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,"The minimum length allowed for the internship final report is 10 pages, including references and appendices, but not including the title page and reference page.",0.9999997341711628,0.11650918863491933,0.21122984451491475,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,"The maximum length allowed for the internship final report is 10 pages, including references and appendices, in A4 format.",0.9834053004848542,0.11417273904614059,0.20546986921591714,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,"The Bachelor’s Thesis at the Faculty of Economics and Business of the University of Barcelona (UB) is divided into three modalities:

1. Thesis in Economics: This is the most common modalities, where the student presents a research project in Economics.

2. Thesis in Business Administration: This is a specialization in Business Administration, where the student presents a research project in Business Administration.

3. Thesis in Management: This is a specialization in Management, where the student presents a research project in Management.

The choice of modalities depends on the student's academic background and the research interests of the faculty.",0.7159338842133169,0.06464618149093833,0.14915339196190144,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,"Yes, a student can carry out the Bachelor’s Thesis with an external company. However, it is not recommended to do so as it may affect the academic progress of the student and the quality of the thesis. It is better to work on the thesis with the supervisor and the faculty members of the university.",1.0000000000000002,0.25673979685867554,0.4269109019836102,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,"Yes, a student can carry out the Bachelor’s Thesis during the exchange. The Bachelor’s Thesis is a research project that is carried out during the exchange period. The student can work on the project during the exchange period and submit it at the end of the exchange. The thesis is a significant part of the academic program and is a valuable addition to the student's academic record.",0.999999575135703,0.23597578086793666,0.40490117899048694,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,The maximum number of students allowed for a Bachelor’s Thesis group is 12.,0.9999999999999997,0.08096353806591862,0.17396584545037422,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,"The maximum number of pages of the Bachelor's Thesis is 150 pages, including the title page, abstract, and references.",0.993122758635472,0.13229405471731137,0.20487609226242876,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,"A student has to dedicate a minimum of 120 hours to their final degree project, which includes the following:

1. Planning and preparation: 40 hours
2. Research and data analysis: 40 hours
3. Writing and presentation: 40 hours
4. Reviewing and revising: 10 hours

The exact number of hours may vary depending on the specific requirements of the project, but this is a general guideline.",0.9881118776417542,0.1091799951778313,0.15086173720706933,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,"The Bachelor’s Thesis is evaluated by the faculty or department that offers the program in which the student is enrolled. The evaluation process may involve a committee of faculty members or a panel of external evaluators. The evaluation is intended to assess the student's academic performance, research skills, and the quality of the thesis. The faculty or department may also provide feedback on the thesis to help the student improve their work.",1.0000000000000002,0.06949626746001268,0.09164111045640037,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,"The student's defense of the thesis lasts for approximately 2-3 hours, depending on the complexity and length of the thesis. The exact duration may vary depending on the professor's schedule and the student's performance.",0.0,0.07624652612433067,0.11109007871989326,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,"The Bachelor’s Thesis tribunal at the Faculty of Economics and Business of the University of Barcelona consists of five members, including the chairperson and the vice-chairperson.",0.8096594437431106,0.043194020392386866,0.614457612489603,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,The abstract of the Bachelor’s Thesis must include at least 5 keywords. The exact number of keywords may vary depending on the specific requirements of the university or institution. It is recommended to consult the guidelines or instructions provided by the university or institution for more information on the exact number of keywords required.,0.0,0.3891474517413858,0.4794432595302394,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,"The abstract of the final thesis should be between 150-200 words in length. It should provide a brief summary of the thesis topic, its significance, and the main findings. The abstract should also include the author's name, the title of the thesis, the name of the supervisor, and the date of submission.",0.811617027681351,0.10483999887141217,0.15975550360203195,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,The Bachelor’s Thesis is submitted to the Faculty of Economics and Business of the University of Barcelona (UB) for evaluation and approval.,0.9007788774336613,0.07422598416169368,0.10597779791225438,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,Undergraduate students at the University of Barcelona (UB) must have completed a minimum of 120 credits to participate in mobility programs. This includes both the credits earned during their studies at UB and the credits earned during their exchange or internship abroad.,0.8409170922647404,0.10230186307167818,0.16009087555393234,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,"If you go to the University of Barcelona for a semester of exchange, you will need to enroll in at least 12 credits (equivalent to 2 semesters) of courses. This includes both the courses you take in the host university and the courses you take at the UB.",0.6929272896931468,0.11617516866233013,0.1584353497651278,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,"The number of ECTS credits required for a full-year undergraduate mobility stay depends on the specific program and institution. However, in general, the number of ECTS credits required for a full-year undergraduate mobility stay is typically around 120-150 credits, depending on the program and institution. It's best to check with the specific program or institution to get the exact number of credits required for your stay.",0.0,0.14951952824424836,0.21012364642053385,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,The minimum number of credits required if a student has fewer than 60 credits remaining in their degree is 60 credits. This is the minimum number of credits required for graduation.,0.940152585930185,0.10756545385150494,0.16306434850793147,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,"To participate in exchange programs, you will need to provide evidence of your identity, such as a passport or national ID card. This identification document will be required at the time of your exchange program.",0.9839747382851326,0.06396409680039612,0.14458517640956825,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,"The total duration a student can be on exchange for each cycle of study depends on the program and the university. Generally, students can be on exchange for a maximum of two semesters (one academic year) per cycle of study. However, some programs may have longer periods of exchange, and students should check with the university they are interested in studying at to confirm the duration of their exchange program.",0.9294685643431849,0.07035813931028553,0.7139267237611767,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"If there is a tie between two or more students in the selection process for a Statistics course at the Faculty of Economics and Business of the University of Barcelona (UB), the tie will be broken using the following criteria:

1. Grade point average (GPA) - The student with the highest GPA will be selected.

2. Final exam scores - The student with the highest final exam score will be selected.

3. Presentation of the project - The student with the best presentation of the project will be selected.

4. Personal statement - The student with the best personal statement will be selected.

5. Interview - The student with the best interview will be selected.

In",0.6726605132405842,0.13451331647687065,0.1472956530812555,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,The answer is within 10 working days from the date of assessment.,0.5531181195237784,0.11735430229350079,0.1332157633691789,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,"The final course grade is typically published within a few days of the final examination or assessment. However, this may vary depending on the specific course and the university's policies. It's best to check with the university's academic calendar or contact the course instructor for more information.",0.0,0.06784694445034005,0.17607270209599973,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,"The question does not specify how many days before re-evaluation must grades be published. The answer depends on the specific university and the academic calendar. Generally, grades are published at least 10 days before the re-evaluation date. However, some universities may publish grades earlier or later than this. It's best to check the university's website or contact the academic advising office for the latest information.",0.0,0.08242902853930117,0.3473133078161085,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,"If you can't attend an assessment exam due to justified reasons, you can request a re-assessment. The re-assessment will be conducted at a later date, usually within a few weeks, depending on the circumstances. The re-assessment will be conducted by the same assessor who conducted the original assessment. The re-assessment will be conducted in the same format as the original assessment, with the same assessment objectives and criteria. The re-assessment will be conducted in a different location, usually at a different time, to ensure that you have the opportunity to attend. The re-assessment will be conducted in accordance with the University's assessment",0.8157436879318801,0.0993650904931062,0.31577607871706637,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,The minimum grade required to obtain honor distinction in a course is a grade of A or B. Honor distinction is awarded to students who achieve the highest grade in a course.,0.9900726446338778,0.05844271492601274,0.14987720993633952,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,The maximum percentage of honors allowed in a course is 100%.,0.9999996393255156,0.08147747688586533,0.18158438875678462,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,"In a course listed in your academic transcript, ""Group A"" refers to the first group of courses that you are required to take during your studies. This group is usually comprised of courses that are considered to be the foundation of your academic program. In other words, ""Group A"" courses are the ones that you need to complete before you can move on to more advanced courses. If you don't know the specific courses that are listed in your academic transcript, you can contact your academic advisor or the registrar's office to find out more about your course requirements.",0.8546236569047506,0.08327557295135755,0.13693883125573783,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,"Yes, a passed course can be re-evaluated. If you have completed the course and have not received a grade, you can request a re-evaluation of the course. The re-evaluation process may involve additional assessments, such as a final exam or a project, to ensure that the course material has been thoroughly covered and that you have gained the necessary knowledge and skills. The re-evaluation may also involve revising the course material to ensure that it is up-to-date and relevant to current industry standards.",0.9999999007457608,0.038649653719578646,0.1780719156112871,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,The grade waiver must be submitted to the Statistics Department at the Faculty of Economics and Business of the University of Barcelona (UB).,1.0000000000000002,0.10177300949310458,0.1462179334614088,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,"If a student commits an irregularity during an assessment, the instructor or examiner will usually provide feedback on the student's work and explain the consequences of the irregularity. The irregularity may include, but is not limited to, missing or incomplete work, incorrect or incomplete data, incorrect calculations, or incorrect interpretation of data. The consequences of the irregularity may include a reduction in the student's grade, a warning, or a penalty. The instructor or examiner may also provide additional feedback to the student to help them improve their work in the future.",1.0,0.09799729489826899,0.1777607854984473,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,Credit recognition is a system used in university studies to determine the number of credits earned by a student for a particular course or subject. It is a way of assigning credit to students based on the level of knowledge and skills they have acquired during their studies. Credit recognition is essential for students to understand their academic progress and to plan their course of study accordingly. It helps students to determine the number of credits they need to complete a degree or to transfer to another university. Credit recognition is also used to calculate the final grade for a course or subject.,0.9999995615222893,0.1956161932026322,0.19563255694052226,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,"Yes, a student can have the credits for the Final Degree Project (TFG) recognized from previous studies. The credits earned for the TFG can be transferred to the Final Degree Project (TFG) if the previous studies were completed at the same university or at another institution recognized by the UB. The credits earned for the TFG will be evaluated by the UB's Faculty of Economics and Business, and the student will be required to submit a proposal for the transfer of credits. The proposal will be reviewed by the Faculty and the student will be notified of the decision.",0.883652026463794,0.027125031942531828,0.14706662842447704,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,The percentage of the credit fee that is applied for recognized credits in 2025–2026 is not specified in the given material.,0.0,0.056998758495949015,0.14351557853374414,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,The fee required to process a credit recognition request is €100.,0.9819070267757687,0.07081689020996661,0.12674463391274435,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"The minimum number of hours of professional experience required to be eligible for the recognition of 6 optional internship credits is 2,000 hours. This includes both full-time and part-time work, as well as volunteer work. The specific number of hours required may vary depending on the internship program and the university's policies.",0.9324838499705755,0.25675166187980025,0.3180072801275594,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,The maximum number of optional credits that can be obtained through participation in cultural or representative activities is 12 credits. This includes both course credits and non-course credits.,1.0,0.13803279995060058,0.13994048775582538,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,A student can register for credits that have been officially recognized during the first and second enrollment periods of the academic year.,0.7306045832728977,0.32447516489557243,0.15985919453366573,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,"A student enrolling full-time in a Statistics program at the Faculty of Economics and Business of the University of Barcelona (UB) must enroll in at least 12 credits during the first year. This includes all courses required for the major, as well as any additional courses that the student may choose to take.",0.48770424824798403,0.08444423243686197,0.13727556498265575,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,"A student enrolling in part-time studies must enroll in a minimum of 6 credits per semester. This means that if a student enrolls in 12 credits per semester, they will need to enroll in 6 credits per semester to complete the required 12 credits.",0.8622987719873789,0.48355975297944903,0.48779392171447067,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,A full-time first-year student must pass a minimum of 12 credits (equivalent to 120 hours of study) to remain in the degree program.,1.0,0.4285970968861903,0.401219684424369,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,"A part-time first-year student must pass a minimum of 12 credits to remain in the degree program. This includes all courses taken during the first semester, as well as any additional courses taken during the summer or during the second semester.",1.0,0.1223245937379229,0.16519330197707352,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,"The minimum number of credits a student can enroll in after the first year is 120 credits. This includes all the courses required for the bachelor's degree, as well as any elective courses that the student chooses to take.",1.0,0.1302933345095446,0.1658945520229167,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,"The maximum number of credits a student can normally enroll in per academic year is 120 credits. This includes both undergraduate and graduate courses. However, some courses may have different requirements for enrollment, such as prerequisites or minimum grade requirements. It's best to check with the specific university or program to get the most up-to-date information on the maximum number of credits a student can enroll in per academic year.",1.0000000000000002,0.10390954344489516,0.15566166877002038,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,"A student can enroll in more than 60 credits if they have completed at least 60 credits of study at the university, including all the required courses and any electives. However, the university may have specific requirements for the number of credits that can be transferred from another institution or for the number of credits that can be applied towards a degree. It's best to check with the university's admissions office or academic department for more information on the specific requirements for enrolling in more than 60 credits.",0.8956053627420008,0.15200405100566827,0.1520688405082865,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,"The number of credits required for part-time enrollment from the second year onward depends on the specific program and university. However, in general, part-time enrollment requires a minimum of 12 credits per semester, which is equivalent to 24 credits per academic year.",0.9525688966206826,0.13314320985239758,0.6244392503070746,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,"The number of credits required for full-time enrollment from the second year onward is 120 credits. This includes all courses taken during the first year, as well as any additional courses taken during the second year.",0.9440288266206686,0.13729010295266414,0.20133000422466388,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,"Students must meet the following requirement to enroll in upper-level required courses:

1. They must have completed the equivalent of at least 120 credits (including all required courses) at the University of Barcelona (UB) or another university recognized by the UB.

2. They must have a minimum GPA of 2.00 (out of 4.00) in all courses taken at the UB.

3. They must have a minimum GPA of 2.00 (out of 4.00) in all courses taken at other universities.

4. They must have a minimum GPA of 2.00 (out of",0.7477508324331996,0.13680722832222875,0.5211218586611986,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,"If a student fails to pass at least 50% of their enrolled credits for two consecutive years, they will be considered to have failed the course and will be required to repeat the course. This will result in a lower grade for the course and may affect their academic progress and future academic opportunities. The university may also consider the student's academic performance and overall academic record to determine whether they are eligible for a waiver or exemption from the course requirements.",0.9999996413921609,0.3268314938932767,0.4054891369541578,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
