question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What is GIPE?,"GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed. The student can update the information that the company can view (education, languages, work experience, etc.), as well as upload documents such as their resume. New offers are posted on the GIPE daily, and each one is active for one month. Once a student is selected (either through the GIPE or outside the application), the company must request to manage the internship through the GIPE. Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ENROLLMENT EXTENSION",1.0,0.8014244996670259,0.517154682277277,0.5171488217077278,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.
What is GAEF?,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular, for students enrolled in the Faculty of Economics and Business at the University of Barcelona (UB). The student accesses it with their UB credentials, while the company supervisor logs in with their own credentials, which they can generate or retrieve using the corresponding button on the main page. Once the internship is managed and in ""active"" status in GIPE, the evaluation is generated in GAEF, and the student, academic advisor, and company contact receive an email notification. The members of the tribunal are proposed and appointed by the CTFG from among the teaching staff of the Departments that teach at",0.9,0.9275574720847256,0.4587617449568008,0.4587617449568008,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular.","GAEF is the application used to track and evaluate internships, both curricular and extracurricular."
How much in advance must the Career Services Office receive the internship documentation?,"The deadline for applying for external academic internships requires that both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) and the student's prior documentation (properly completed, signed, and submitted, all correct) are received at least one week in advance.",0.8,0.5011218857577324,0.3126688122880695,0.37488076990291835,At least one week in advance.,The Career Services Office must receive the intership documentation at least one week in advance.
Can a student substitute an enrolled elective course for an internship?,"Yes, a student can exchange a previously enrolled elective course for an internship. The student must have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree) and have an elective course in GIPE that is in active status (not canceled for non-payment, and has not been applied for their degree). The student can substitute the elective course for the internship course.",0.75,0.9110327022193986,0.21999850221590433,0.37202965526691334,Yes.,The student can exchange a previously enrolled elective course for the internship course.
By when must first-semester curricular internships be active in GIPE?,The first-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year.,1.0,0.8236115234075351,0.5064568922748232,0.9418114262186812,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.
By when must second-semester curricular internships be active in GIPE?,The second-semester curricular internships must be active in GIPE approximately before April 30 of the academic year.,0.0,0.9715773031313816,0.6249879481155916,0.9781744676884476,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.
What is the deadline for internship enrollment extension?,The deadline for internship enrollment extension is around May 31 of the academic year in ACTIVE status in GIPE.,1.0,0.9446127138116885,0.6394359632177109,0.5867294004110701,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.
Can a student close their file if they have completed all credits but are still doing extracurricular internships?,"No, a student cannot close their file if they have completed all credits but are still doing extracurricular internships. The student must complete their academic program and all required credits before they can close their file.",0.5,0.9812398853101844,0.5622129001225673,0.7936009036292284,No.,"No, the student cannot close their file until the internship end date has passed."
What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,The percentage of the final internship grade that corresponds to the company supervisor's evaluation is 20% of the final grade.,0.0,0.9695112551688284,0.09390812436081217,0.1973572110935454,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.
What percentage of the final grade corresponds to the evaluation of the final report?,The percentage of the final grade that corresponds to the evaluation of the final report is 40%.,1.0,0.9999996276725228,0.8712204886971276,0.9767035033184106,40%.,The evaluation of the final report accounts for 40% of the final grade.
What percentage of the final grade corresponds to the academic supervisor’s monitoring?,The percentage of the final grade that corresponds to the academic supervisor's monitoring is 20% of the final grade.,1.0,0.9909819600789055,0.8448732298657966,0.9654107422320133,20%.,The academic supervisor monitoring accounts for 20% of the final grade.
When is internship registration processed?,"Registration for internships is not done on the same day as regular registration for other courses. Instead, we process it once the corresponding training project has been approved, within a maximum of fifteen days after the project is marked as active in the GIPE. The registration process for internships is separate from regular registration for other courses, and it is processed after the corresponding training project has been approved. The exact timeline for processing internship registration may vary depending on the specific requirements of the training project.",0.8333333333333334,0.866425938477727,0.37647546433401513,0.7174406708561997,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.
Can students carry out international internships?,"Yes, all undergraduate, master's, and postgraduate students can do international internships, provided they have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree) during a period without academic activity (for example, during the summer after exams have already ended). The process for processing external academic internships is as follows:

1. Students must have an active enrollment for the current academic year.

2. Students must have an enrollment for the current academic year in the relevant academic program.

3. Students must have an active enrollment for the current academic year in the relevant academic program",0.875,0.8307681505983072,0.4681051177094335,0.36035199778851534,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership."
What type of insurance is required to undertake internships?,"The insurance policy required to undertake internships is a mandatory insurance policy that provides medical, accident, liability, and repatriation coverage. Students in official degree programs under the age of twenty-eight purchase this policy when they enroll each academic year, and it already includes these coverages.",1.0,0.9527033528240713,0.7127570249489996,0.7713449719193451,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership."
How do students under 28 obtain the required internship insurance?,"Students under 28 years of age who are enrolled in official degree programs and over the age of 28 who are enrolled in the Faculty's own programs must purchase a voluntary insurance policy at the time of registration or purchase it afterward. This policy already includes the mandatory insurance coverages for medical, accident, liability, and repatriation.

To obtain the insurance policy, students must follow the following steps:

1. Enroll in the official degree program or enroll in the Faculty's own programs.

2. Purchase the insurance policy at the time of registration or purchase it afterward.

3. Provide the insurance",0.4,0.6324820145468073,0.5287602930331369,0.39321339144962797,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.
What must students over 28 do to obtain internship insurance?,"To obtain internship insurance, students in official degree programs under the age of 28 must purchase the mandatory insurance when they enroll each academic year, which includes medical, accident, liability, and repatriation coverage. Students over the age of 28 and students in the Faculty's own programs must purchase a voluntary insurance policy at the time of registration or purchase it afterward. The deadlines for applying for internships (curricular or extracurricular) require that one week in advance the Career Services Office must have both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) as well as the student",0.8571428571428571,0.8121440983176577,0.2533293532455635,0.4701298904131681,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,The minimum length allowed for the internship final report is 15 pages (not counting the annexes) and a maximum of 30 pages.,1.0,0.9616569944832879,0.5014613329251156,0.5974835513516772,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,"The maximum length allowed for the internship final report is 30 pages, including the annexes.",0.5,0.9834405861122114,0.6313239604755518,0.7231503844328897,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,"There are four modalities of the Bachelor’s Thesis: Modality A, B, C, and D.",1.0,0.8894017391153497,0.6468110372081735,0.717944398906435,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,"Yes, a student can carry out the Bachelor’s Thesis with an external company under the framework of an educational cooperation agreement between the company and the university (External Internships program). This type of Bachelor’s Thesis is not considered a regular academic activity and is carried out during a period of study, usually during the summer or winter breaks. The student must obtain the approval of the university and the company involved in the agreement before starting the work.",0.14285714285714285,1.0000000000000002,0.2288951705375938,0.3940514900391979,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,"Yes, a student can carry out the Bachelor’s Thesis during the exchange. The exchange program allows students to carry out their Bachelor’s Thesis within the framework of an academic exchange program. This means that the student can work on their thesis in a different country or institution, and the thesis must be carried out independently. The Head of Studies may authorize groups of two people, but the memory of the thesis cannot exceed 50 pages. The thesis must be carried out individually, and annexes may be attached if needed.",1.0,0.9629917310476356,0.21000707219750928,0.5132614813197771,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,"The maximum number of students allowed for a Bachelor’s Thesis group is 50 pages, including annexes. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis.",0.6666666666666666,0.9999996799723941,0.08093254296561256,0.42269840244009627,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,The maximum number of pages of the Bachelor's Thesis is 50.,1.0,0.9931156276558615,0.6359388151504023,0.963788120499519,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,"The student may work a maximum of 8 hours per day, except for the following situations:

1. Exceptionally, they may work up to a maximum of 8 hours per day if they have 12 credits left to complete their degree, excluding credits for the Final Degree Project.

2. In the EUS program, the student may work a maximum of 6 hours per day.

3. The student's teaching load recognized to the teachers by the direction / authorization of a Bachelor's Thesis, and by the participation in courts, is the one established by the current regulations of each university. As a guide, the student's dedication to the elaboration",0.8333333333333334,0.49948347820162636,0.09680639797060137,0.14766618335554188,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,"The Head of Studies evaluates the Bachelor’s Thesis. Exceptionally, the Head of Studies may authorize groups of two people, after written justification by the director of the Bachelor’s Thesis. The memory will have a maximum of 50 pages and may contain annexes in case you want to attach complementary information. The Head of Studies evaluates the Bachelor’s Thesis of Double Degree ECO-EST.

The submission of the thesis will be made in PDF format and as a single file, through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus. Therefore, it will not be necessary to print the",0.625,1.0000000000000002,0.05648904471992731,0.07325024353983835,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,"The student's defense of the thesis lasts for 30 minutes, of which approximately 15 minutes are devoted to the defense of the thesis.",1.0,0.9999996223899923,0.10135188406316609,0.5175991922083557,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,"The members of the Bachelor’s Thesis tribunal are proposed and appointed by the CTFG from among the teaching staff of the Departments that teach at the GE. The court is composed, at least, of: the president, who directs the entire process of action of the court; the secretary, who guards the evaluation act; a member; a substitute. Of the 4 members, two must be from the UB and two from the UPC.",1.0,0.8401709245912912,0.22648913340451626,0.8999459882937093,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,"The Bachelor’s Thesis must include at least five keywords, indicating the topics addressed in the work.",1.0,0.8329716498705856,0.5054780716173197,0.5258616706799257,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,"The abstract of a final Bachelor's Thesis should be no more than 10 lines long, indicating its essential content. The keywords should be no fewer than five and no more than ten, indicating the topics addressed in the work. The limitation of 15 minutes is established from the start of the call for the student to present himself to the defense, and the indicative duration of the act will be 30 minutes, of which approximately 15 minutes will be devoted to the defense of the thesis.",1.0,0.7034299961202124,0.0962993441330228,0.1359752694816554,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,"The submission of the thesis will be made in PDF format and as a single file, through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus. Therefore, it will not be necessary to print the work unless the Bachelor’s Thesis advisor or the Bachelor’s Thesis Committee explicitly requests it. In that case, the work must be presented printed on both sides of white or recycled DIN-A4 sheets. The Bachelor’s Thesis will be submitted through the dropbox.",1.0,0.6908473794018798,0.38719070300667235,0.4018776115792531,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,Undergraduate students at the University of Barcelona (UB) must have completed a minimum of 60 credits for undergraduate studies (or the first year completed) to participate in mobility programs.,0.6666666666666666,0.7261891854645777,0.39963019434281166,0.7665607706614372,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,"If you have fewer than 60 credits remaining to complete your studies, the minimum number of credits to be taken in international mobility will be 15 credits per semester.",1.0,0.6350875049451282,0.14051663963663702,0.5356413570319984,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,"The number of ECTS credits required for a full-year undergraduate mobility stay is between 23 and 30 ECTS for semester stays or between 46 and 60 ECTS for annual stays, as set by the UB's regulations on academic standing.",0.6666666666666666,0.9847083889751421,0.5367800740476345,0.5878016842710052,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,The minimum number of credits required if a student has fewer than 60 credits remaining in their degree is 15 credits per semester.,0.5,0.9908063381254083,0.8741256756690494,0.9457962173734346,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,The required identification document for participating in exchange programs is an NIE or DNI.,1.0,0.9831272886772652,0.5144062723898041,0.9505993123885117,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,"The total duration a student can be on exchange for each cycle of study (Bachelor's, Master's) may not exceed 12 months per cycle of studies (Bachelor's, Master's) per Erasmus+ mobility (studies and/or internships) request.",0.8,0.8491506348200403,0.514926084523896,0.6219953799275189,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"In the event of a tie between two or more students, the following tie-breaking criteria will be applied:

1. Applications will be ranked based on the number of ECTS credits passed, in descending order.

2. If the tie persists, the spot will be awarded to the applicant who has not previously participated in a mobility program.

3. If the tie persists after applying the above criteria, the spot will be awarded to the applicant with the highest score for the motivation statement in the Mobility-Online application.

Selection is carried out on a competitive basis, in accordance with the following evaluation criteria:

1. GPA of",1.0,0.6538798241269388,0.3236888017538198,0.34065373972565877,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,"The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date. If the student commits any other irregularity in an assessment, that assessment is graded 0. If more than one irregularity occurs in the assessments of the same course during the same academic year, the final grade is 0.",1.0,0.5259593876168797,0.3907281289245186,0.47819452895590153,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,"The final course grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date.

The information on the grading process is provided in the course description. The final course grade is published once the continuous assessment processes, single assessment exam, or re-evaluation conclude. The grade is published 5 calendar days before the re-evaluation date.",0.4,0.827586686539353,0.5189035584688052,0.5408788524987058,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,"The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date.",1.0,0.5467462441863794,0.4093669514152574,0.48094262426214357,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,"If a student or group of students cannot attend an assessment exam due to justified reasons, the course coordinator must take the necessary measures to ensure that the assessment can take place within the same academic period. This means that the assessment can be taken during the same period as the exam, unless there are exceptional and duly justified reasons for not being able to attend.

If a student does not pass 40% of the credits enrolled in a regular or extraordinary exam period, they will have to return the awarded aid, except for the tuition scholarship.

In the event that access is limited during exam periods, members of the UB community will be prioritized for access, with prior",0.8571428571428571,0.8517148945906183,0.527632818420934,0.5250494822488945,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,The minimum grade required to obtain honor distinction in a course is 9.0 or higher.,1.0,0.9906801612702608,0.8731026128902039,0.687300405999681,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,"A student with a grade of 9.0 or higher may be awarded an honors grade in a course. The maximum percentage of honors allowed in a course is 5% of the students enrolled in the course during the relevant academic period, unless the number of enrolled students is fewer than 20.",1.0,0.6888674259873486,0.43882716594913385,0.6658887673375156,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,"In the given information, ""Group A"" refers to the top 10% of students who have passed a course listed in their academic transcript. This means that the students who have achieved a grade of A in the course are considered to be among the best performers in the class.",1.0,0.5706250976450353,0.46888129987673843,0.6393229651125767,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,"Yes, a passed course can be re-evaluated if the student waives the grade obtained, provided it is a passing grade or an equivalent or higher grade. The waiver must be submitted in writing to the relevant instructor during the grade review period and results in a grade of ""not presented."" The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. If the student commits any other irregularity in an assessment, that assessment is graded 0. If more than one irregularity occurs in the assessments of the same course during the same academic year, the final grade",1.0,0.9604085524111313,0.03196395490466374,0.3902948828650792,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,"The grade waiver must be submitted in writing to the relevant instructor during the grade review period and results in a grade of ""not presented."" The grade waiver must be submitted to the instructor during the grade review period, which is typically the last week of the semester. The grade waiver must be submitted within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. The grade waiver must be submitted to the instructor within 5 calendar days before the re-evaluation date.",0.375,0.8294513390943052,0.46172615680784235,0.5133521857929759,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,"If a student commits an irregularity during an assessment, the assessment is graded 0. This means that the student's overall grade for the course is determined based on the assessment only, without taking into account any other irregularities.

If more than one irregularity occurs in the assessments of the same course during the same academic year, the final grade is 0. This means that the student's overall grade for the course is determined based on the assessments only, without taking into account any other irregularities.

In the event that a student or group of students cannot take an assessment due to exceptional and duly justified reasons, the course coordinator must take the necessary measures to ensure",0.42857142857142855,0.9313970110550329,0.33314457797016384,0.5371431847553687,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,"Credit recognition refers to the acceptance of credits obtained in previous official studies (at UB or other universities) that count toward the transcript of other official studies the student is pursuing for the purpose of obtaining an official degree. Credit recognition is a process by which credits earned in one institution are accepted as equivalent to credits earned in another institution for the purpose of obtaining an official degree. The University of Barcelona recognizes six credits, countable as electives, for participation in institutional university activities of a cultural, sporting, student representation, solidarity, and cooperation nature, as well as other activities organized by the Faculty.",0.7777777777777778,0.8598653818624395,0.7296853636459386,0.44391206049218646,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,"Yes, a student can have credits for the Final Degree Project (TFG) recognized from previous studies. Credits obtained in previous official studies (at UB or other universities) that count toward the transcript of other official studies the student is pursuing for the purpose of obtaining an official degree can be recognized. However, work and professional experience may be recognized if it is related to the title's competencies and only entitles the student to the recognition of 6 elective credits for external practicum courses. The student requesting this recognition must provide documentation showing that, over the past five years, they have worked a minimum of 1,500 hours under an employment contract and/or",0.8571428571428571,0.883652026463794,0.027078344780623684,0.14802752796975574,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,The tuition fee for recognized credits in 2025–2026 is set in the Generalitat de Catalunya's Decree on Fees. The fee for a recognized credit is 20% of the regular credit fee.,1.0,0.660041056692335,0.41350541338478136,0.5198981816876649,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,"The fee for academic record studies for convalidation, adaptation, transfer, and recognition established, per academic year, in the Generalitat de Catalunya's Price Decree (€54.54 according to Decree 125/2025, of June 17). Under no circumstances can credits corresponding to the Final Degree Project be recognized.",1.0,0.3695845740862566,0.37010052941533067,0.6756966431427744,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"The student requesting this recognition must provide documentation showing that, over the past five years, they have worked a minimum of 1,500 hours under an employment contract and/or as a self-employed individual. The program has a total of 240 credits, and the requirements for accessing internships are as follows:

- In the case of curricular internships, the student must demonstrate that they have completed a minimum of 6 optional internship credits.

- Class schedules and practicum schedules cannot overlap.

Therefore, to be eligible for the recognition of 6 optional internship credits, the student must demonstrate that they have worked a minimum of",0.8571428571428571,0.7438838657166622,0.41361056836728327,0.4738206495385873,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,"The maximum number of optional credits that can be obtained through participation in cultural or representative activities is six credits, which are countable as electives.",1.0,0.9999996632428488,0.6409159105688609,0.5239282872402153,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,"The specific enrollment periods of the academic year that a student can register for credits that have been officially recognized are the second year of admission and for first-year students who have previously taken, in whole or in part, other official university studies at any university.",0.5,0.7536986670907359,0.07519050565004573,0.1357098873571411,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,A student who studies full-time must enroll in a minimum of 60 credits and a maximum of 90 credits during the first year of entry into the dual-degree undergraduate program.,1.0,0.6297081156357088,0.6130346810358548,0.4968896698468656,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,"Students are considered part-time when they enroll in between 18 and 45 credits, and full-time when they enroll in between 46 and 60 credits. Exceptionally, and when justified, the Head of Studies, by express resolution, may authorize enrollment of more than 60 credits, up to a maximum of 78 credits per academic year.",1.0,0.665041795357342,0.1134411555684929,0.3900827732793545,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,A full-time first-year student must pass at least 18 credits to remain in the degree program.,1.0,1.0,0.8946371404716258,0.8108469199709847,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
