question,answer,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
By when must first-semester curricular internships be active in GIPE?,by the end of the first week of the semester,0.0,0.12157205089806944,0.3898103664366592,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.
By when must second-semester curricular internships be active in GIPE?,by the end of the second semester,0.0,0.1197084335969747,0.09092834313419529,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.
What is the deadline for internship enrollment extension?,June 30,0.2802595092951292,0.12893051104522657,0.10583886072996188,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.
Can a student close their file if they have completed all credits but are still doing extracurricular internships?,no,0.2754687884613994,0.8869621109483472,0.06235137712661487,No.,"No, the student cannot close their file until the internship end date has passed."
What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,45%,0.0,0.21434755106688466,0.10490316378365652,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.
What percentage of the final grade corresponds to the evaluation of the final report?,20%,0.0,0.16435735442241564,0.0947427835737802,40%.,The evaluation of the final report accounts for 40% of the final grade.
What percentage of the final grade corresponds to the academic supervisor’s monitoring?,5%,0.0,0.14133560083756505,0.07967239029182153,20%.,The academic supervisor monitoring accounts for 20% of the final grade.
When is internship registration processed?,during the first week of the semester,0.4556186291518278,0.05812551003789963,0.08417589014963793,It is processed after the training project has been approved.,The intership registration is processed after the training project has been approved and within fifteen days after it becomes active in GIPE.
Can students carry out international internships?,yes,0.22394177642311908,0.9053770527316798,0.5278571356905253,Yes.,"All undergraduate, master's, or postgraduate students with an active enrollment for the current academic year can carry out international intership."
What type of insurance is required to undertake internships?,health insurance,0.5008843750415145,0.38103530085927567,0.3747754523631327,"Students must have insurance covering medical care, accidents, liability, and repatriation.","Students must have insurance covering medical care, accidents, liability, and repatriation to undertake intership."
How do students under 28 obtain the required internship insurance?,They must obtain it from their employer.,0.2694989207117717,0.5185476292942179,0.5949764308658846,They obtain it through the mandatory insurance purchased when enrolling each academic year.,Students under 28 years obtain their intership insurance through the mandatory insurance purchased when enrolling each academic year.
What must students over 28 do to obtain internship insurance?,have a valid passport,0.2974272500966682,0.060367010812626506,0.06138596790281249,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,a maximum of 5000 words,0.4396301518056737,0.12258772890835323,0.10856249534682935,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,5000 words,0.41068006107952754,0.1270841893360343,0.0933029911576608,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,three,0.14091344379183615,0.08402144038939414,0.06519348910488998,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,Yes,0.14451550742705993,0.9099193851736919,0.7667612960305558,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,no,0.1820016356734878,0.12143902409229469,0.012532572895403006,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,6,0.13491490611682472,0.06256145405583857,0.03685806230775936,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,240,0.11594945977147379,0.09819876432716892,0.03065988694296606,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,240,0.15475344255347542,0.10250490232855668,0.033799968575879316,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,the Faculty of Economics and Business,0.2668935542967064,0.043074066535376765,0.028231038581833224,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,one day,0.0,0.0728335232001002,0.03280584676292519,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,three,0.14443755017953352,0.12500771207741077,0.06950100479488132,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,ten,0.11719001764456512,0.06964998849621723,0.04396383094694104,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,a maximum of one page,0.4296683176501614,0.08768917904738549,0.07008065498200432,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,University of Barcelona,0.3167730792783873,0.07140667100145202,0.04995905270706446,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,240,0.1369306404083064,0.09064587773195848,0.33357692979003056,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,15,0.08926759620585105,0.04730504109318945,0.03463465478841992,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,30,0.12510948799113958,0.032933191578897,0.028919230446730507,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,60,0.1319673079265503,0.0765999158671237,0.04402948041001925,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,Visa,0.2392180192132761,0.06313514142490591,0.0673977834455263,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,3 years,0.4445006711864346,0.12654929757896766,0.07895019552374782,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,The student with the highest score is selected.,0.6418419465093657,0.17855065645127285,0.16509463426214407,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,30,0.12516068648957684,0.059572524440797844,0.03907723498513356,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,the end of the semester,0.0,0.05744637366363252,0.11680692214788384,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,ten,0.11626263845139606,0.05330526219032436,0.019911697025011752,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,I will receive a make-up exam.,0.41950722345437513,0.055389438994105714,0.07025750309657859,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,85%,0.21572195769766003,0.09712153500447836,0.06555657482885983,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,5%,0.0,0.9675113603487145,0.6007510666155661,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,Group A is the first group of students in a course.,0.6851013431573642,0.09559943085071132,0.15255178071102865,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,yes,0.19393031388239665,0.09961146767234648,0.018529821784887594,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,the Faculty of Economics and Business of the University of Barcelona (UB),0.11543959508521724,0.032087759866731035,0.028470851329405883,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,they will be penalized,0.0,0.07588169574954373,0.09847914396270355,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,credit recognition is the recognition of the credit that has been earned for a course of study.,0.791667629460795,0.5012384280325249,0.5012384280325249,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,no,0.22832598253898093,0.5765875216356918,0.7863492787112775,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,5%,0.0,0.11516733021409983,0.07322462915456429,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,"a fee of EUR 5,000",0.4817307941103543,0.08651398887432582,0.12087350308722168,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,240,0.1344999880443892,0.07429086845785776,0.03302840946552586,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,3,0.1561874008390741,0.08911259376357514,0.037265214451867104,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,summer and winter semesters,0.5416185849071641,0.12467585666176242,0.09576876602752293,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,240,0.08750322852996818,0.09064587773195848,0.043384851970919056,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,240,0.08235041325927678,0.08559511582753673,0.047036264828452995,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,a total of 60 credits,0.647585033443723,0.16932110185314414,0.14306205512542722,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,a total of 66 credits,0.6648531233476593,0.1646843095713434,0.14238243239143575,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,30,0.12800630706259833,0.058434606199849526,0.035897601063426196,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,30,0.11233494279137402,0.06905185597665525,0.058048938887081646,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,a student must have a minimum of a B in each course,0.3830586464203198,0.09712571214055854,0.09712571214055854,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,15,0.1264083617007657,0.06854246064067172,0.04681663185662322,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,30,0.13911368158491094,0.05123183012110364,0.03830640158902162,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,Completion of lower-level required courses,0.5873213464138075,0.9246055380709401,0.6722016574758445,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,they are expelled,0.2864388344126898,0.8424759597847449,0.8114222415040734,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,30,0.08256616419222844,0.05252788271565233,0.037013628036357195,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,a total of 96,0.1654773203015492,0.09489162049428942,0.0544601496511391,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,30,0.09640977543295583,0.5624439763539835,0.4180688636171649,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,30,0.11759285134345693,0.05211673597396003,0.03731936215272401,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,240,0.10360282581524267,0.08559511582753673,0.04075821810310033,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,180,0.12054069864587195,0.08759220520168057,0.05242951681606314,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,15 years,0.4393666298957916,0.0656933842176625,0.050770735713989525,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,two years,0.24712029957642753,0.09225118358659895,0.1047017648971364,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,three,0.15707077778269174,0.8658315633763057,0.5474427521967693,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,full-time enrollment is defined in terms of credits as a minimum of 30 credits per semester.,0.925169391254998,0.4352990897049941,0.49478470035815697,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,yes,0.22017050450923245,0.09961146767234648,0.03161344057498045,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,after a period of at least one year,0.0,0.11967728869782071,0.11158791852637298,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,he/she will be credited for those credits,0.0,0.06876947907698752,0.45799684932009344,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,no,0.242076067664261,0.8869621109483472,0.42468317715030235,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,they are expelled,0.0,0.10205643828213334,0.09838568387658374,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,three,0.14043649692315588,0.07616879698847963,0.057180470824103796,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,Faculty of Economics and Business of the University of Barcelona (UB),0.3012754600973086,0.031121434561459188,0.03966627651799005,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,Statistics students,0.0,0.08864810868931285,0.07888283076564936,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,07:00 a.m. to 07:00 p.m.,0.5891010506399251,0.18204100655519595,0.12501974255116724,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,900,0.15067273665295552,0.05758668459961608,0.021095964321144325,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,Faculty of Economics and Business of the University of Barcelona (UB),0.28934955196401885,0.02595976105844747,0.025958486306038434,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,swimming pool,0.13737544079925684,0.2696829241457562,0.26332514781170346,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,€100,0.11522363308633636,0.10661218983768735,0.44083164477944986,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,a valid ID,0.363000389829715,0.05501563773717232,0.06452763909028303,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"conferences, workshops, meetings, etc.",0.44135263616121767,0.27613189992230763,0.28050200698742755,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,by the hour,0.24047154611944646,0.6437230782968347,0.6191714156048735,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,students,0.0,0.07978305051246046,0.05461873775959911,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,University of Barcelona,0.31041781469934276,0.13609408447354637,0.13091742471673878,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,Overdue books are returned.,0.5422372681722398,0.059392658815953396,0.10031343519010187,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,three,0.14989549409129024,0.15311541335776108,0.058531179162979105,Two.,There are two bars at the faculty.
Where are the bars located?,Barcelona,0.20663037706429557,0.02069204000907366,0.05232117204685549,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,until midnight,0.0,0.09610217695665459,0.09939211928358216,8:00 PM.,The bar service are open until 8:00 PM.
When does the scholarship application period usually take place?,between September and December,0.286234396566024,0.11097304568718022,0.09075465816577392,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,the Faculty of Economics and Business of the University of Barcelona (UB),0.20768314750465292,0.06362274542916417,0.09341638433627544,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,They should apply for the scholarship in the field of their interest.,0.7129942333220375,0.6308465678200816,0.4627837721488183,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,no,0.2422150728012563,0.08617611766856073,0.04913238710119901,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,tuition,0.46139332357232404,0.10490042128039773,0.13502548006710013,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,€1500,0.3975419757504168,0.13359944747129826,0.11139093409340502,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,the number of students applying for the scholarship and the number of scholarships available,0.7855976435157571,0.1444938548405709,0.1507101889660071,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"€12,000",0.37473803956542856,0.11452528658298859,0.11075327852391342,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,a minimum of 12 credits,0.6587399118345215,0.15155022294804593,0.14940639222032956,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,Statistics student,0.3292415352622977,0.0339962839333852,0.0339962839333852,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,Statistics student,0.3273083713952627,0.45364426238109784,0.052196669330549034,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,"€12,000",0.3608190403692822,0.09336121112094221,0.0921220765345867,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,tuition fees,0.30429479769786894,0.05892523197186808,0.0788866074980119,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,"€1,500",0.2790166909668017,0.11306678339052782,0.11306678339052782,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,"€1,500",0.2936640705902926,0.07465407470206592,0.06597371404608521,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,a valid passport,0.4125959131828534,0.09237702809509032,0.07239698926644793,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,Spanish,0.16371940536193938,0.38071831877058093,0.4505766069664732,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,no,0.19716305492420302,0.8310165294649734,0.7949101893182999,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,A minimum of a B in the first year,0.5133578931529592,0.12292163473714492,0.11420739132059982,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,they will be expelled from the University,0.41539267248970196,0.11581740334738941,0.1028649032897873,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
What happens if a student does not pass at least 40% of the enrolled credits?,the student is expelled,0.37797338532289143,0.09867052619526168,0.09650227676411674,They must return the awarded aid except for the tuition scholarship.," If a student does not pass at least 40% of the enrolled credits, they must return the awarded aid except for the tuition scholarship."
What tuition reduction do students from a general-category large family receive?,20%,0.0,0.07865187229619527,0.06884289182636531,They receive a 50% reduction in tuition fees for enrolled credits.,"General categpry large family receive a 50% reduction in tuition fees for enrolled credits, as well as in academic record management and certificate issuance fees."
For which credits does the first-year exemption for honors students apply?,Statistics,0.1320081577857588,0.029160829213379036,0.02180943041156163,To all credits in which they enroll for the first time during the first year of their official university studies.,It applies to all credits in which they enroll for the first time during the first year of their official university studies.
What level of disability entitles a student to a tuition fee exemption?,a student with a physical disability of at least 20%,0.6203763520666828,0.10091105653739645,0.14844202436183573,33% or higher.,Students with a disability degree of 33% or higher are entitled to a tuition fee exemption.
Are victims of terrorist acts entitled to tuition fee exemptions?,yes,0.20096770888390916,0.9053770527316798,0.41336236357844386,Yes.,"Yes, victims of terrorist acts, as well as their children and spouse, are entitled to tuition fee exemptions."
Do victims of gender-based violence qualify for tuition fee exemptions?,yes,0.22225059025089453,0.9053770527316798,0.41769041629105597,Yes.,"Yes, victims of gender-based violence, both within and outside an intimate partner relationship, and their dependent children are entitled to tuition fee exemptions."
How is the tuition exemption applied for credits with honors in university studies?,The tuition exemption is applied for credits with honors in university studies.,0.7462704688982388,0.504776355096401,0.5797832016322506,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.,Students receive an exemption from tuition fees for a number of credits equivalent to those in which they obtained honors.
