question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What must students over 28 do to obtain internship insurance?,purchase a voluntary insurance policy,1.0,0.4670656863185503,0.9533688028820904,0.6283342025570819,They must purchase a voluntary insurance policy.,Students over 28 must purchase a voluntary intership insurance policy during or after registration.
What is the minimum length allowed for the internship final report?,15 pages,1.0,0.2925847585923646,0.985513578300727,0.8731362092345427,15 pages.,The minumum length of the intership report is 15 pages.
What is the maximun length allowed for the internship final report?,30 pages,1.0,0.3280092813374642,0.9860452020155204,0.8840071018694262,30 pages.,The maximum length of the intership report  is 30 pages.
How many modalities of the Bachelor’s Thesis are defined?,four,1.0,0.14091726563362528,0.8387463436768765,0.8109595864569189,Four modalities.,There are four modalities of the Bachelor’s Thesis.
Can a student carry out the Bachelor’s Thesis with an external company?,Yes.,1.0,0.14451550742705993,1.0,0.78049379093235,Yes.,Students can carry out the Bachelor's Thesis with an external company.
Can a student carry out the Bachelor’s Thesis during the exchange?,Yes.,1.0,0.1562647040077735,1.0,0.7838929397060858,Yes.,Students can carry out the Bachelor's Thesis during the exchange.
What is the maximum number of students allowed for a Bachelor’s Thesis group?,two,0.0,0.13491490611682472,0.8462654523722095,0.5547207716072554,Two students.,"The Bachelor’s Thesis must be done individually, with exceptions allowing groups of two students."
What is the maximum number of pages of the Bachelor's Thesis?,50,1.0,0.11594945977147379,0.6010895487866608,0.8135204647326265,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,300 hours,0.0,0.4357798521414455,0.2126998520933522,0.11865573927077523,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,the director of the Bachelor’s Thesis,0.0,0.0,0.05409494539528205,0.05729817606520801,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,15 minutes,0.0,0.3219699203600527,0.9307174956241989,0.8822381922974466,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,4,1.0,0.14443755017953352,0.8824656398187251,0.2992248113303053,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,no fewer than five and no more than ten,1.0,0.19441551555167025,0.8706996161491913,0.855236625236798,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,no more than 10 lines long,1.0,0.0,0.112579328682558,0.09660935965844324,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,through the dropbox that will be set up in the Bachelor’s Thesis area of the Virtual Campus,1.0,0.6294172175195621,0.5807031918834565,0.8043658813634338,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,60,1.0,0.1369426436154277,0.8602849635433888,0.43336513087933126,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,15 credits,1.0,0.6772745878157219,0.12433385550337753,0.10801158409043525,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,between 46 and 60 ECTS,1.0,0.6061357219629766,0.9556949486117545,0.9136086813235302,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,15 credits per semester,0.0,0.6433677935717944,0.9572965150588854,0.9479906406354717,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,NIE or DNI,1.0,0.0,1.0,0.9306252968939959,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,12 months,1.0,0.25971458961797883,0.9851559614836098,0.605271776221146,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"First, applications will be ranked based on the number of ECTS credits passed, in descending order. If the tie persists, the spot will be awarded to the applicant who has not previously participated in a mobility program. If the tie persists after applying the above criteria, the spot will be awarded to the applicant with the highest score for the motivation statement in the Mobility-Online application.",1.0,0.3703744557545418,0.4319821935280489,0.3887912935186383,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,14,1.0,0.1251485496908661,0.6012425166687001,0.5553812915600985,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,"within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude",1.0,0.3777175975972315,0.42919881517655833,0.9404969022611674,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,5,1.0,0.10976835735418437,0.5958946121809074,0.5658196487992608,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,the course coordinator must take the necessary measures to ensure it can take place within the same academic period,1.0,0.35258551377178576,0.9906011741891365,0.7915820873229268,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,9.0,1.0,0.1431236080873053,0.6650631462657254,0.8575436759526647,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,5%,1.0,0.0,0.9675113603487145,0.6007566578717248,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,the top 10% receive a grade of A,1.0,0.3482435746436608,0.1521051707134824,0.5438667358243381,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,no,0.0,0.25639717638559983,0.8869621109483472,0.5284417467895492,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,relevant instructor,1.0,0.0,0.4709221040176147,0.46592009726491185,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,that assessment is graded 0.,1.0,0.43294570613936817,0.9668318957010457,0.92357921326178,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,the acceptance of credits obtained in previous official studies (at UB or other universities) that count toward the transcript of other official studies the student is pursuing for the purpose of obtaining an official degree,1.0,0.6366890056992032,0.6913424646025136,0.44131070793601646,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,no,1.0,0.22834546049653906,0.5765875216356918,0.7863492787112775,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,20%,1.0,0.0,0.1336126870184812,0.8548161350865544,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,€54.54,1.0,0.2659156334906837,0.9219601966775999,0.0966931680013305,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"1,500",1.0,0.1765173318692078,0.8705849277346931,0.5695464925760991,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,six,1.0,0.1561874008390741,0.84168488545125,0.41192564887337796,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,part-time and full-time,1.0,0.20459217755507478,0.06921396547188614,0.0723399911224568,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,60,1.0,0.08750703704051703,0.8602849635433888,0.8098837265098914,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,30,1.0,0.08235041325927678,0.8339983714246046,0.8057788324430325,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,18,1.0,0.13562435766536843,0.840511031058295,0.4425195907845325,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,30,0.0,0.13264258954393654,0.0520952479545253,0.3380477690448659,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,18,1.0,0.13996768774169532,0.840504223569439,0.5678548129712924,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,60,1.0,0.11233494279137402,0.6102867641614294,0.8363916390045218,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,justified,1.0,0.09561425762313451,0.05071446080131698,0.05074261621934786,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,18,0.0,0.13470556805988845,0.0749053494831059,0.43342116695691413,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,60,0.0,0.13911368158491094,0.08199600334947528,0.4435436587378645,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,they must also enroll in all outstanding required credits from lower-level courses,1.0,0.6976755270588555,0.9749041494725951,0.5945560024587844,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,A student may not remain in the degree program for a second consecutive year of enrollment in which they fail to pass at least 50% of the credits enrolled.,0.5,0.8925138788210222,0.528380063893883,0.7321378563186928,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,60,1.0,0.0825806833047106,0.5779851382593095,0.5574872854498137,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,24,1.0,0.11894543994129869,0.8595325866672512,0.8038974549743074,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,30 credits and a maximum of 45,0.5,0.5499537602478103,0.5624923672614714,0.4158862796331612,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,6,1.0,0.11758792442547039,0.07690338938066894,0.05081706511103713,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,30,1.0,0.10360926715323326,0.5839983714246046,0.550097223637918,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,90,1.0,0.09685937282070615,0.5985200827495823,0.562167317534066,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,seven years,1.0,0.32540803078054364,0.6095184731686812,0.4625274412247318,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,eight years,1.0,0.31074644873225793,0.6140943646123787,0.8527156083937564,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,three,1.0,0.15707077778269174,0.8658372239819256,0.5474396123748742,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,an annual average of forty-six credits or more during the first five years of effective enrollment,1.0,0.6028691681181185,0.7174972693311197,0.9508021912188374,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,Awarded credits and transferred credits do not count as completed credits for retention purposes,1.0,0.8891214846311831,0.7979249480199665,0.9783998457424947,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,when two consecutive academic years have passed without enrollment,1.0,0.5271142725621489,0.9864395971993609,0.6953313355717708,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,they may apply for readmission to the dean's office,0.5,0.0,0.6160895087451519,0.5788281786698545,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,no,1.0,0.242076067664261,0.8869831488837536,0.42468317715030235,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"must withdraw from the bachelor's degree, the master's degree, or the dual-degree program in which they were enrolled",0.0,0.46549843289094034,0.475365694629485,0.44580501944888795,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,fifteen,1.0,0.2304166812027989,0.9214354199236693,0.8526308112360638,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696",1.0,0.3448030752518784,0.9761387111814634,0.9449992835587457,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,You must identify yourself as a member of the University,1.0,0.25805640975328287,0.9150503737324168,0.6627358085124273,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,8:00 AM to 9:00 PM,1.0,0.5891010506399251,0.9699366602153917,0.8998209592867557,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,ten,1.0,0.1256243554935412,0.8203654888187035,0.7961230373618248,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,Building 696 (ground floor). Two rooms in Building 696 (2nd floor). Three rooms in Building 690,1.0,0.4504787242477608,0.4789528934908314,0.4789528934908314,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf and a rugby field, a multi-purpose gymnasium and an athletic track",1.0,0.7012658506442117,0.9773948329953777,0.9473417341890437,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
How much does it cost to rent a locker for an academic year?,11€,1.0,0.21616577142562043,0.9589871171901424,0.8584204166308588,11 euros.,The locker costs 11 euros per academic year.
What must students provide when renting a locker?,their own lock,1.0,0.0,0.7315726649488854,0.9114797716289078,Their own lock.,They must provide their own lock when they rent a locker.
What types of events can Faculty spaces be rented for?,"conferences, lectures, exams, commercials, and films",1.0,0.38850647714052916,0.9163544810391057,0.8968734973059533,"They can be rented for conferences, lectures, exams, commercials, and films.","The faculty spaces can be rented for conferences, lectures, exams, commercials, and films."
How can the Faculty spaces be rented?,by the hour or by the day,1.0,0.0,0.9257556823057065,0.889309149603813,They can be rented by the hour or by the day.,The faculty spaces can be rented by the hour or by the day.
Who can access the library on weekends and holidays?,members of the UB community,1.0,0.26533454294976916,0.7508964453885306,0.8426682628960578,Only members of the University of Barcelona community.,Only members of the University of Barcelona community can access the library on weekends and holidays.
Which external institutions' members can also access the library?,Catalan public universities and the National Library of Catalonia,1.0,0.32618545773746016,0.8070324235312544,0.8116711850459166,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement.,Members of Catalan public universities and the National Library of Catalonia under the CSUC agreement can access the library.
What happens when the library reaches its capacity?,Access will be prioritized for members of the UB community.,1.0,0.310265998212244,0.9919031881166664,0.7117124957026356,Access is prioritized for members of the UB community.,Access is prioritized for members of the UB community when the library reaches its capacity.
How many bars are available at the Faculty?,two,1.0,0.14988919092427197,0.9300781603724024,0.8201335231727997,Two.,There are two bars at the faculty.
Where are the bars located?,Building 690 and Building 696,1.0,0.34700450758733775,0.9672756940201805,0.9352747506947997,One is in Building 690 and the other in Building 696.,The bar are located in Building 690 and the other in Building 696.
Until what time are the bars open?,8:00 p.m,1.0,0.41619748118007793,0.9695746043033333,0.8739853974474502,8:00 PM.,The bar service are open until 8:00 PM.
When does the scholarship application period usually take place?,late March to mid-May,1.0,0.28624119603250653,0.9059090091117643,0.8819199615012939,The application period usually runs from late March to mid-May each year.,The scholarship application period usually runs from late March to mid-May each year.
Where must students submit the scholarship application?,AGAUR website,1.0,0.0,0.9549972098154811,0.11923257274947431,On the AGAUR website.,Students must apply to the scholarship using the Generalitat form available on the AGAUR website.
What should students do if they are unsure about what they will study when applying for the scholarship?,List the programs you consider most likely.,1.0,0.0,0.6500645646970986,0.620333435948321,They should still apply within the deadline and list the programs they consider most likely.,"If they are unsure about what to study, they should still apply the scholarship within the deadline and list the programs they consider most likely."
Can students modify their study choices after submitting the scholarship application?,yes,0.0,0.19610916807938517,0.5987023301837524,0.4429205406618045,"Yes, in September.","Yes, in September the form reopens and students can modify their study choices if necessary."
What does the tuition scholarship cover?,an exemption from the public fee for academic services for credits enrolled for the first time and in accordance with the conditions set forth in the call,1.0,0.4552597430369867,0.822729105664812,0.7961758528124754,It consists of an exemption from the public fee for academic services for credits enrolled for the first time.,The tuition scholarship cover an exemption from the public fee for academic services for credits enrolled for the first time.
What is the minimum amount for the variable scholarship?,€60,1.0,0.2965660835946957,0.9106396218889888,0.8865138090169558,60 euros.,The minimum variable amount is €60.
Which factors determine the variable scholarship amount?,"family income, your grade point average, and the total budget the Ministry allocates to the scholarships",0.6666666666666666,0.7950156181314968,0.9461021810586541,0.9348412509121368,"It depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry.","The variable amount depends on family income, the student's GPA, and the total scholarship budget allocated by the Ministry."
What fixed scholarship amounts can students receive?,"For income: €1,700. For residency: €2,700. For academic excellence: between €50 and €125",0.6666666666666666,0.517322538902926,0.9677998629948475,0.949937364507476,"Students may receive €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence.","Students may receive a fixed scholarship of €1,700 for income, €2,700 for residency, and between €50 and €125 for academic excellence."
How many credits must a student enroll in to be eligible for a scholarship?,30 credits,0.0,0.6857156551466486,0.9891387493674157,0.8656337085187193,30 credits.,Students must enroll in at least 30 credits to be eligible for a scholarship.
Who receives the tuition scholarship?,Everyone who is awarded the scholarship,0.0,0.0,0.9440400109789197,0.6940246266309865,Everyone who is awarded the scholarship receives the tuition scholarship.,Everyone who is awarded the scholarship receives the tuition scholarship.
Who can receive the academic excellence scholarship?,full-time studies,1.0,0.0,0.6631367742459233,0.6329083607765427,Only students enrolled in full-time studies.,Only students enrolled in full-time studies can receive the academic excellence scholarship.
Which income threshold allows students to receive the fixed income amount?,threshold 1,1.0,0.0,0.8674961681665958,0.8344973458865653,Only students in income threshold 1.,Only students in income threshold 1 can receive the fixed amount.
What scholarship components can students in income threshold 2 receive?,residency amount and the variable amount,0.5,0.0,0.9524301949085221,0.9285685258440921,They receive the residency amount and the variable amount.,Studnets in income threshold 2 can receive the residency amount and the variable amount.
What scholarship amounts can students enrolled in 48 to 59 credits receive?,€350,1.0,0.30656678008771976,0.4824305130591747,0.4824305130591747,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.,They can receive a fixed income-based award of €350 and a fixed residency-based award of €350.
What scholarship amount do students enrolled in 30 to 47 credits receive?,the minimum variable award,1.0,0.3388869374443591,0.9487845766231097,0.6634278216603224,They only receive the minimum variable award.,Students enrolled in 30 to 47 credits only receive the minimum variable award.
What is required for non-EU applicants to be eligible for the scholarship?,a residence permit in Spain,0.5,0.29590250968295806,0.6784445278009171,0.7624061767125606,They must have a residence permit in Spain (NIE or TIE).,They must have a residence permit in Spain (NIE or TIE) to apyly for the scholarship.
What nationality requirement must scholarship applicants meet?,Spanish citizen or hold the nationality of a member state of the European Union,0.5,0.0,0.5697572131675254,0.7677495980783279,They must be Spanish citizens or nationals of a European Union member state.,They must be Spanish citizens or nationals of a European Union member state to apply for the scholarship.
Can a student apply for the scholarship if they already hold a degree of the same or higher level?,No.,1.0,0.18178013100599957,0.8539757893461435,0.8114051415310464,"No, they cannot apply.","No, they cannot apply for the scholarship if they already hold a degree of an equal or higher level."
What academic requirement must second-year students meet to receive the scholarship?,pass 65% of the credits they have enrolled in,0.5,0.3422706418570269,0.5907191041947084,0.5699842490042332,They must pass at least 65% of the credits they enrolled in.,They must pass at least 65% of the credits they enrolled in to receive the scholarship.
What happens if a student cancels their enrollment or withdraws from studies without completing the final year project within two years?,return all awarded aid,1.0,0.33505491253421466,0.6662488554063117,0.6143469205518837,"They must return all awarded aid, including the tuition scholarship.","If a student cancels their enrollment or withdraws from studies without completing the final year project within two years, they must return all awarded aid, including the tuition scholarship."
What happens if a student does not pass at least 40% of the enrolled credits?,"you will have to return the awarded aid, except for the tuition scholarship",1.0,0.2218065882532326,0.5923383681820718,0.5402344417958074,They must return the awarded aid except for the tuition scholarship.," If a student does not pass at least 40% of the enrolled credits, they must return the awarded aid except for the tuition scholarship."
What tuition reduction do students from a general-category large family receive?,50%,1.0,0.0,0.6058304693111722,0.4613425147480574,They receive a 50% reduction in tuition fees for enrolled credits.,"General categpry large family receive a 50% reduction in tuition fees for enrolled credits, as well as in academic record management and certificate issuance fees."
