question,answer,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What is the maximum number of pages of the Bachelor's Thesis?,"As an expert in statistics from the Faculty of Economics and Business at the University of Barcelona, I can confirm that there is no specific limit to the length of a Bachelor's Thesis; it depends on the institution's guidelines and the requirements set forth for each thesis project.",0.0,0.0538951365526475,0.1418723750898896,50 pages.,The Bachelor's Thesis can be a maximum of 50 pages.
How many hours does a student have to dedicate to their final degree project?,"The exact number of hours required for a student's final degree project can vary depending on several factors such as the complexity of the project, the institution's guidelines, and the student's workload in other courses. Typically, however, students are expected to allocate significant time—often around 10-20% of their total study time—to completing their projects. This means dedicating anywhere from 50 to 100 hours or more per semester, which is crucial for ensuring that the project meets academic standards and contributes meaningfully to the student's learning experience.",0.9379662787620022,0.0885351649693337,0.1356981414523071,450 hours.,They must dedicate a total of 450 hours to the Bachelor's Thesis.
Who evaluates the Bachelor’s Thesis?,The Bachelor's Thesis is evaluated by an academic committee or supervisor who oversees its progress and final submission.,0.9940022896911805,0.06864539025076044,0.09747699714585818,The tribunal.,A tribunal is responsible for evaluating both the report and the defense.
How long does the student's defense of the thesis last?,"The duration of a student's defense of their thesis can vary depending on the institution and specific requirements set forth in the university regulations. Typically, it might range from 30 minutes to an hour or more, allowing ample time for questions and discussion among the committee members.",0.9055829651350531,0.08441771731651662,0.10922807372449936,15 minuts.,The defense lasts 15 minuts.
How many members compose the Bachelor’s Thesis tribunal?,"The exact number of members on the Bachelor's Thesis Tribunal can vary depending on the institution or university, but typically it consists of three to five members who oversee the thesis defense process.",0.9495938983460196,0.06262182126150596,0.29287891321366494,4 members.,"The tribunal consists of at least four members: a president, a secretary, a member, and a substitute."
How many keywords must the Bachelor’s Thesis include in the abstract?,"The exact number of keywords that must be included in the abstract of a Bachelor's Thesis varies depending on the specific guidelines set by the institution or academic program. Typically, it is recommended to include between 3 and 5 keywords that capture the main themes or topics discussed in the thesis.",0.9576052832714428,0.13894682320175172,0.42511033429650713,Between 5 and 10 keywords.,The abstract must include between 5 and 10 keywords.
How long should the abstract of the final thesis be?,"The length of an abstract for a final thesis typically ranges from 150 to 300 words, depending on the specific guidelines provided by your institution or advisor.",0.8916109553624344,0.13000096698252317,0.17324898829089855,Between 200 and 500 words.,The abstract should be between 200 and 500 words.
Where is the Bachelor’s Thesis submitted?,The Bachelor's Thesis is typically submitted to the faculty or department where the student is enrolled in their program of study.,0.9356026757586998,0.07779079954271001,0.12999990677011133,Through the dropbox of the Virtual Campus.,They will submit the thesis through the dropbox that will be set up in the TFG area of the Virtual Campus.
How many credits must undergraduate students have completed to participate in mobility programs?,Undergraduate students typically need to have completed 180 credits or more to be eligible for participation in mobility programs offered by their university.,0.9462172439958115,0.10323470017945544,0.1909410312078182,60 credits.,They must have completed at least 60 ECTS credits to participate in mobility programs.
How many credits do I have to enroll in at a minimum if I go there for a semester of exchange?,"To enroll in a semester of exchange at the University of Barcelona, typically you would need to have completed at least 120 credits towards your degree program.",0.6982361697018941,0.11347758845110309,0.15430019489184807,Between 23 and 30 ECTS credits.,They must take between 23 and 30 ECTS credits for a semester exchange.
How many ECTS credits are required for a full-year undergraduate mobility stay?,"The exact number of ECTS credits required for a full-year undergraduate mobility stay can vary depending on the institution and program, but it typically ranges from 60 to 120 credits.",0.9428396550509103,0.16244178496295292,0.21719408022003295,Between 46 and 60 ECTS credits.,Between 46 and 60 ECTS credits are required for a full-year mobility stay.
What is the minimum number of credits required if a student has fewer than 60 credits remaining in their degree?,"If a student has fewer than 60 credits remaining in their degree, they must have completed at least 120 credits to meet the minimum requirement for graduation.",0.733940425409967,0.09963879871171571,0.1544329700376443,15 credits.,The minimum is 15 credits per semester.
What identification document is required to participate in exchange programs?,"To participate in exchange programs, students typically need an official passport or a valid travel document issued by their home country's government.",0.7623347344775606,0.053934090255344305,0.13909119638369122,NIE or DNI,NIE or DNI is required to participate in exchange programs.
What is the total duration a student can be on exchange for each cycle of study?,"The total duration a student can be on exchange for each cycle of study varies depending on the specific program and institution, but typically ranges from 1 to 2 semesters or approximately 3 months to 6 months.",0.929421218538537,0.07268019102742138,0.15691480550931175,12 months.,The total duration of the mobility per student may not exceed 12 months per cycle of studies
How is the selection made if there is a tie between two or more students?,"If there is a tie between two or more students in the selection process, additional criteria such as academic performance, extracurricular activities, or interviews may be used to break the tie.",0.800586214707195,0.13660237254104526,0.3861306928334097,They choose the student with the most credits earned.,"If there is a tie between two students, they will choose the student with the most credits earned."
Within how many days must assessment activity grades be published?,Assessment activity grades should typically be published within 10 to 20 working days after the end of an academic term or course.,0.7486327983726722,0.0850987406280882,0.48396231825536074,14 calendar days.,Grades must be published no later than 14 calendar days after the assessment or submission.
When must the final course grade be published?,The final course grade should typically be published within one week after all assessments have been submitted to ensure transparency and fairness in academic evaluation processes.,0.9878264999249521,0.07446110701244844,0.1929059488962781,14 calendar days.,"The final grade must be published within 14 calendar days after the end of continuous assessment, single assessment, or re-evaluation."
How many days before re-evaluation must grades be published?,"According to university regulations, grades should be published within 10 working days after they have been calculated.",0.6925163801244437,0.0875828128998444,0.15611036932618594,5 calendar days.,Grades must be published at least 5 calendar days before re-evaluation.
What happens if I can't attend an assessment exam due to justified reasons?,"If you cannot attend an assessment exam due to justified reasons, your instructor may offer alternative arrangements such as rescheduling or providing additional resources for self-study.",0.8146928570307477,0.11095689957357086,0.18190021213345672,The course coordinator must take the necessary measures to ensure it can take place within the same academic period. ,"If a student can't attend an assessment due to a justified reason, the course coordinator must take the necessary measures to ensure it can take place within the same academic period. "
What minimum grade is required to obtain honor distinction in a course?,The exact minimum grade for obtaining an honor distinction varies from institution to institution but typically requires achieving a score that ranks within the top 10% or higher among all students enrolled in the course.,0.0,0.07602109108073836,0.15647986726752264,9 or higher.,With a grade of 9.0 or higher may be awarded an honors grade.
What is the maximum percentage of honors allowed in a course?,"In most academic institutions, including universities like the University of Barcelona (UB), there isn't a specific rule that limits the maximum percentage of honors allowed in a course. The grading scale typically includes different levels such as first-class honors, upper second-class honors, lower second-class honors, third-class honors, and pass/fail grades. However, without additional context or institutional policies, it's not possible to determine an exact maximum percentage for honors within a single course.",0.0,0.061296573399088505,0.1475945471336778,5%.,Honors may not exceed 5% of enrolled students.
What does it mean to belong to Group A in a course listed in my academic transcript?,To belong to Group A in a course on your academic transcript typically means that you were enrolled or received credit for that particular section of the course during your studies.,0.9825629841540137,0.11240662020086593,0.16568302508344016,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,"Yes, a passed course can typically be re-evaluated if there is evidence that it was not adequately assessed or if new information becomes available that could provide a different perspective on the course material.",1.0000000000000002,0.0422269980428453,0.545466994929813,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,The grade waiver should be submitted to the relevant academic department or office within the university where the course is offered.,0.9880773041337106,0.13831603640052323,0.19393883066247966,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,"If a student commits an irregularity during an assessment, it is typically handled according to the institution's policies on academic integrity. This may involve penalties such as failing the assignment or exam, receiving a lower grade than intended, or even expulsion from the course depending on the severity of the violation.",0.7478849662235371,0.09667887111079174,0.17576490512184337,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,Credit recognition in university studies refers to the process where credits earned from previous education or training programs are accepted towards fulfilling degree requirements at a new institution.,0.9692402605174683,0.9658502895899361,0.9658263656686825,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,"Yes, a student can have the credits for their Final Degree Project (TFG) recognized from previous studies if they meet the eligibility criteria set by their university or program.",0.8787858199735655,0.023973188705974074,0.15085365988935012,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,"I'm sorry, but I cannot provide an accurate answer to this question as it requires specific information about the credit fee structure and recognition criteria that may vary between institutions or programs. As a statistics student at the University of Barcelona, my expertise lies in statistical analysis rather than financial calculations related to credit fees. To get the precise percentage, one would need to consult the institution's official policies or contact their financial aid office directly.",0.0,0.055445595391942104,0.10486655365728849,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,"The specific fee for processing a credit recognition request can vary depending on the institution or organization that requires it, but typically there may be an application fee associated with submitting such requests.",0.0,0.035616415245296615,0.10936746933270745,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"To be eligible for the recognition of 6 optional internship credits, one must demonstrate at least 150 hours of professional experience in the last five years.",0.8361000701491509,0.4097031288148121,0.43407848588637565,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,"The maximum number of optional credits that can be obtained through participation in cultural or representative activities typically depends on the specific university's academic calendar and policies regarding elective courses. Generally, it ranges from 3 to 6 credits per semester, allowing students to engage in various extracurricular activities without affecting their main course load.",1.0,0.3465994242875216,0.6053715158972395,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,A student can register for credits that have been officially recognized during the first and second enrollment periods of the academic year.,0.7306200618207938,0.3244738936032484,0.722379354903386,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,A student studying full-time typically enrolls in 120 credits during their first year.,0.9057929732055249,0.10505134170598503,0.20528419000002482,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,A student studying part-time typically enrolls in 60 credits per academic year.,0.8776769389492589,0.10715130857047067,0.1932393769908742,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,A full-time first-year student typically needs to pass 120 credits to remain in their degree program.,0.9454558519118247,0.1250510559772353,0.1799812230583972,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,A part-time first-year student must pass a minimum number of credits required for their degree program to continue enrolled.,0.6619915401184359,0.11680249306017902,0.6063037368631395,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,"The minimum number of credits a student can enroll in after their first year typically depends on the specific university's policies and requirements for subsequent years of study. Generally, students may start with fewer credits than those enrolled during their initial year to adjust to new courses or academic expectations.",0.0,0.11727108108469578,0.14755058638136076,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,"The maximum number of credits a student can normally enroll in per academic year varies depending on the institution's policies and regulations, but it typically ranges from 18 to 24 credits.",0.9999999999999999,0.10621556163885912,0.1543175358050472,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,A student can enroll in more than 60 credits if they have completed all their required courses for graduation or if they are pursuing an advanced degree that allows for additional credit hours beyond the standard undergraduate curriculum.,0.987247351761151,0.16525638986038013,0.16525638986038013,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,Part-time enrollment in the second year or later typically requires 15 credits per semester.,0.728881841686719,0.12218636632609334,0.20792248144513134,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,"In the United States, typically 12 or more credits per semester constitute full-time enrollment for students in their second year or later.",0.8651594916390434,0.13346992214650513,0.5598981739335493,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,"To enroll in upper-level required courses, students typically need to have completed certain prerequisites or fulfill specific academic requirements as outlined by their program's curriculum.",0.9035391716054182,0.16145598504816625,0.6799271420079014,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,"If a student fails to pass at least 50% of their enrolled credits for two consecutive years, they may be placed on academic probation or required to retake courses as part of the university's academic policies.",0.9999999999999999,0.4827077133339669,0.7518351352806929,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,A first-year dual-degree student enrolled in full-time typically needs to take 120 credits across both degrees.,0.9028231262492697,0.11396590180131927,0.21130695849155504,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,"To remain in the program as a first-year dual-degree student, they must pass a minimum number of credits required for their degree requirements.",0.7436395849804446,0.09027257928786343,0.45827095895228054,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,"As an undergraduate student enrolled in a dual degree program, a typical requirement for a part-time student like myself is to enroll in 120 credits over four years.",0.7749491699591324,0.12155576880989644,0.19830381197632962,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,"To remain in the part-time dual-degree program, a student must pass a minimum number of credits in their first year, which is typically determined by the specific requirements set by the university or program guidelines.",0.7389061984049922,0.10928160182316941,0.5039406668420607,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,"A dual-degree student typically enrolls in an additional two years to complete both degrees, making it possible for them to take up to 120 credits per academic year if they plan to spread their courses evenly across all four semesters.",0.666666929366014,0.087261932965579,0.18214967817162925,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,"As a dual-degree student enrolled in the Faculty of Economics and Business at the University of Barcelona, I am allowed to enroll up to 120 credits per academic year across both degrees.",0.808264112175367,0.5954604295153494,0.5921991119985163,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,"The maximum enrollment duration for a full-time student in a 240-credit bachelor's degree program typically ranges from three to five years, depending on various factors such as course load and academic performance.",0.9891498798997344,0.16002810065710107,0.3972793769396696,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,"I'm sorry, but I cannot provide an accurate answer to this question as it requires specific information about the university's policies or regulations regarding dual-degree programs. As a Statistics student at the Faculty of Economics and Business of the University of Barcelona (UB), I would need more detailed knowledge on this topic to give a precise response.",0.0,0.06788774301071862,0.10713031065878255,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,"Part-time students have an additional two years allowed beyond full-time status in most educational systems, including those in the United Kingdom and the United States.",0.9696343579816049,0.06295867042320796,0.40917228555352714,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,"In terms of credits, full-time enrollment typically refers to students who have completed 120 or more credit hours over an academic year.",0.945104264087349,0.39744187570785017,0.446170525525993,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,"I'm not entirely certain about this specific detail, but generally speaking, awarded or transferred credits should be considered in determining whether they meet the retention requirements for a degree program.",0.0,0.28771620990462,0.4819572981056529,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,A student is generally considered to have withdrawn from their studies when they formally notify the institution that they will no longer be attending classes or completing assignments as required.,1.0,0.13122785461508227,0.1725814167913589,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,"If a student withdraws before all credits have been completed, they may still receive partial credit for the courses they have successfully completed up to that point.",0.8843498727872138,0.3886140693830028,0.5379476705447978,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,"As an economics and business student at the University of Barcelona, I do not have specific information about whether mobility students are subject to permanence regulations in their studies or employment after graduation.",0.0,0.039530841731746855,0.15576602415606766,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"If a student fails to meet the permanence conditions required for enrollment in a program or course, they may be placed on academic probation or expelled from the institution.",0.9194193487091936,0.11654952872837195,0.16352134437265797,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,"I'm sorry, but as an AI language model, I do not have access to real-time information about specific locations or facilities like computer labs within the Faculty of Economics and Business at the University of Barcelona. Therefore, I cannot provide an accurate count of how many computer labs are available there.",0.0,0.03576068150063606,0.12561235260415501,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"I'm sorry, but as an AI language model, I do not have access to real-time information about specific locations or facilities on campus. However, if you're looking for general information about where computer labs might be located on a university campus, they could typically be found in academic buildings such as science buildings, engineering buildings, or specialized technology centers. It's also possible that there may be multiple computer labs scattered throughout different parts of the campus depending on the institution's layout and needs.",0.0,0.0978803633397843,0.15253229944877267,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,Access to the computer labs is typically restricted to students enrolled in relevant courses or programs.,0.9339545876964236,0.4927065088452126,0.47917968996437665,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
