question,answer,faithfulness,answer_relevancy,answer_correctness_SA,answer_correctness_LA,SA,LA
What does it mean to belong to Group A in a course listed in my academic transcript?,To belong to Group A in a course listed in your academic transcript means you received an A grade for that particular course.,1.0,0.9950278585747943,0.12802351195866435,0.18050936961590772,Indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.,Being in Group A indicates that the student ranks among the top 10% of students who passed the course over the last two academic years.
Can a passed course be re-evaluated?,"A passed course can be re-evaluated only if the student waives the grade obtained, provided it is a passing grade or an equivalent or higher grade.",1.0,0.9512696163415836,0.03173440687596671,0.7296517563687853,No.,A passed course can not be re-evaluated unless the student formally waives the passing grade.
Where must the grade waiver be submitted?,The grade waiver must be submitted in writing to the relevant instructor during the grade review period.,1.0,0.9439846736734525,0.9458074468019448,0.9960104746114296,It must be submitted in writing to the instructor during the grade review period.,The grade waiver must be submitted in writing to the instructor during the grade review period.
What happens if a student commits an irregularity during an assessment?,"If a student commits any other irregularity in an assessment, that assessment is graded 0.",1.0,0.9881133909470318,0.9214451694332009,0.9750853471333475,The grade of this assessment will be 0.,The grade of the assessment will be 0 if the student commit an irregularity.
What is credit recognition in university studies?,"Credit recognition in university studies allows students to count previously earned credits from their previous formal education towards the transcripts of current official studies they are undertaking, facilitating the attainment of official degrees.",0.8,0.9999999999999997,0.8820318282776607,0.7153832931190778,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.,Credit recognition is the acceptance of credits obtained in previous official studies that count toward another official degree program.
Can a student have the credits for the Final Degree Project (TFG) recognized from previous studies?,"No, the credits corresponding to the Final Degree Project (TFG) cannot be recognized from previous studies; such credits are excluded from being considered when processing recognition requests.",1.0,0.9466605327700162,0.800204214196679,0.19878000452589856,Under no circumstances.,Under no circumstances can the credits corresponding to the Final Degree Project be recognized.
What percentage of the credit fee is applied for recognized credits in 2025–2026?,"In the 2025-2026 academic year, the tuition fee for recognized credits is set at 20% of the regular credit fee.",1.0,0.677489797177255,0.7927465819495506,0.9186926855746189,0.2,The price of a recognized credit is 20% of the ordinary credit fee.
What fee is required to process a credit recognition request?,"The fee required to process a credit recognition request, regardless of whether the decision is positive or negative, is €54.54 per academic year as established under the Generalitat de Catalunya's Price Decree.",1.0,0.7644845393899433,0.45640425472523805,0.44475176350283363,"54,54 euro.","The fee for academic record studies for validation, adaptation, transfer and recognition is 54,54 euro."
How many hours of professional experience must be demonstrated in the last five years to be eligible for the recognition of 6 optional internship credits?,"To be eligible for the recognition of 6 elective credits for external practicum courses, a student must demonstrate a minimum of 1,500 hours of professional experience over the past five years, which must be related to the competencies associated with the degree for which recognition is being requested.",1.0,0.576983467368279,0.8550252979709763,0.5844482528741453,1500 hours.,The student must provide documentary evidence of having worked a minimum of 1500 hours during the last five years for the intership credit recognition.
What is the maximum number of optional credits that can be obtained through participation in cultural or representative activities?,"Through participation in cultural or representative activities, up to six credits can be obtained.",1.0,0.883673187091242,0.6372246005212503,0.433130684389933,6 credits.,	The University of Barcelona recognizes 6 credits computable as optional for participation in institutional university activities.
In which two specific enrollment periods of the academic year can a student register for credits that have been officially recognized?,"A student can register for credits that have been officially recognized during the second year of admission and for first-year students who have previously taken, in whole or in part, other official university studies at any university, specifically within the enrollment period of between 18 and 45 credits, as well as the enrollment period of between 46 and 60 credits.",0.75,0.5810292049035717,0.05244752377411225,0.13119073425482303,September and February.,Credits registrations can be completed during the September enrollment period or during the February enrollment modification/extension period.
How many credits must a student enroll in during the first year if they study full-time?,A student studying the full-time track must enroll in between a minimum of 46 credits and a maximum of 60 credits during the first year.,0.0,0.9316924919649817,0.1098747824675391,0.455144495391294,60 credits.,A first-year student must enroll 60 credits for a full-time study.
How many credits must a student enroll in during the first year if they study part-time?,A student studying part-time in the first year of an UB degree program must enroll in between a minimum of 30 credits and a maximum of 45 credits.,1.0,0.7383054985119989,0.4850063668556248,0.7934195025658834,30 credits.,A first-year student must enroll 30 credits for a part-time study.
How many credits must a full-time first-year student pass to remain in the degree program?,A full-time first-year student must pass at least 18 credits to remain in the degree program by the end of the first year.,1.0,0.9860583896655396,0.7356430593535406,0.8017550182371284,18 credits.,They must pass at least 18 credits to remain in the degree program in a fulll-time study.
How many credits must a part-time first-year student pass to remain in the degree program?,A part-time first-year student must pass at least 18 credits by the end of the first year to remain in the degree program.,0.3333333333333333,0.9999999999999997,0.41408293040615346,0.41330510232468776,6 credits.,They must pass at least 6 credits to remain in the debree in a part-time study.
What is the minimum number of credits a student can enroll in after the first year?,"After the first year, the student must enroll in a minimum of 30 credits.",0.0,0.9792588575807036,0.14269435158969268,0.16133371891497994,18 credits.,"The minimum is 18 credits, unless fewer are needed to complete the degree."
What is the maximum number of credits a student can normally enroll in per academic year?,A student can normally enroll in a maximum of 78 credits per academic year.,1.0,0.9805071213768525,0.11209581809736481,0.15410077199366515,60 credits.,The maximum is 60 credits.
Under what condition can a student enroll in more than 60 credits?,"A student can enroll in more than 60 credits, up to a maximum of 78 credits per academic year, exceptionally through an express resolution given by the Head of Studies.",0.6666666666666666,0.7022312610173694,0.8000491448533907,0.8000491448533907,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.,The Head of Studies may authorize enrollment up to 78 credits in exceptional and justified cases.
How many credits define part-time enrollment from the second year onward?,Part-time enrollment from the second year onward requires students to enroll in between a minimum of 30 credits and a maximum of 45 credits.,0.0,0.8630888600889804,0.44619437968532905,0.524757682160421,Between 18 and 45 credits.,Part-time enrollment is between 18 and 45 credits from the second year onward.
How many credits define full-time enrollment from the second year onward?,"From the second year onward, full-time enrollment is defined as enrolling in between 46 and 60 credits.",0.0,0.8056840563272857,0.6553429147095154,0.9742745573916698,Between 46 and 60 credits.,Full-time enrollment is between 46 and 60 credits from the second year onward.
What requirement must students meet if they want to enroll in upper-level required courses?,Students must also enroll in all outstanding required credits from lower-level courses when wanting to enroll in upper-level required courses.,1.0,0.9181618314117581,0.5918621144525696,0.6026656790842884,They must also enroll in all outstanding required courses from lower-level years.,They must also enroll in all outstanding required courses from lower-level years if the student wants to enroll upper-level courses.
What happens if a student fails to pass at least 50% of their enrolled credits for two consecutive years?,"If a student fails to pass at least 50% of their enrolled credits for two consecutive years, they must enroll in all outstanding required credits from lower-level courses.",0.0,0.9999999999999999,0.1234736235129965,0.582469187398638,They cannot remain in the degree program.,They cannot remain in the degree program if a student fails to pass at least 50% of their enrolled credits for two consecutive years.
How many credits must a first-year dual-degree student enroll in full-time?,A first-year dual-degree student enrolled in the full-time track must enroll in a minimum of 60 credits and a maximum of 90 credits per academic year.,1.0,0.8478587666045323,0.8742143536054316,0.9647694266203968,Between 60 and 90 credits.,The first-year of dual-degree students must enroll between 60 and 90 credits.
How many credits must a first-year dual-degree student pass to remain in the program?,"To remain in the dual-degree program after the first year, a first-year dual-degree student must pass at least 24 credits.",1.0,0.7296145016442904,0.8620139597171327,0.7371279956276502,24 credits.,The first-year of dual-degree students must pass at least 24 credits to remain in the program.
How many credits must a part-time dual-degree student enroll in during the first year?,A part-time dual-degree student enrolled in the first year must enroll in between a minimum of 30 credits and a maximum of 45 credits.,1.0,0.8425982151453884,0.4509197479415804,0.9767759260117198,Between 30 and 45 credits.,"In the first-year, thee dual-degree students must enroll between 30 and 45 credits for part-time enrollment."
How many credits must a part-time dual-degree student pass in the first year to remain in the program?,A part-time dual-degree student must pass at least 6 credits in the first year to remain in the program.,1.0,0.7762402413632831,0.13330296112656592,0.22777119093496193,12 credits.,Part-time dual-degree student must pass at least 12 credits to remain in the program.
What is the minimum number of credits a dual-degree student can enroll in after the first year?,"After the first year, a dual-degree student can enroll in a minimum of 30 credits unless fewer are needed to complete their degree.",1.0,1.0,0.6068902291865806,0.7369461038574485,30 credits.,"After the first year, dual-degree students must enroll a minimum number of 30 credits, unless fewer are required to finish the degree."
What is the maximum number of credits a dual-degree student can enroll in per academic year?,A dual-degree student can enroll in a maximum of 90 credits per academic year.,0.5,1.0000000000000002,0.8616541702293984,0.8220969904371594,90 credits.,The maximum is 90 credits per year for a full-time student in a dual-degree.
What is the maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree?,The maximum enrollment duration for a full-time student in a 240-credit bachelor’s degree program is seven years.,1.0,0.9944642762348169,0.6772746672274175,0.9752099673327012,A full-time student has a maximum of 7 years of effective enrollment.,A full-time student in a 240-credit bachelor’s degree has a maximum of 7 years of effective enrollment.
What is the maximum enrollment duration for full-time students in dual-degree programs?,The maximum enrollment duration for full-time students in dual-degree programs is eight years.,1.0,0.9999996633838751,0.683314822442605,0.9702452559531001,A full-time student has a maximum of 8 years of effective enrollment.,A full-time student in a dual degree program has a maximum of 8 years of effective enrollment.
How many additional years are allowed for part-time students?,Part-time students are allowed an additional three years of effective enrollment to complete their studies beyond those stipulated in the previous sections.,1.0,0.9045380320508115,0.46724861032983145,0.8187887635735142,3 years.,Part-time students are granted 3 additional years beyond the standard limit.
How is full-time enrollment defined in terms of credits?,"Full-time enrollment is defined as registering an annual average of forty-six credits or more during the first five years of effective enrollment; if this average is below forty-six credits, enrollment is considered part-time.",1.0,0.8420728976193388,0.5240696094132588,0.5989028152287672,An annual average of 46 credits or more during the first five years.,Full-time enrollment is defined as registering an annual average of 46 credits or more during the first five years.
Do awarded or transferred credits count toward retention requirements?,Awarded credits and transferred credits do not count as completed credits for retention purposes.,1.0,0.8891214846311831,0.7967237852527593,0.986007658199747,No.,"No, awarded and transferred credits do not count as completed credits for retention purposes."
When is a student considered to have withdrawn from their studies?,A student is considered to have withdrawn from their studies when two consecutive academic years have passed without enrollment.,1.0,1.0,0.9465955849285742,0.7281048041708279,When two consecutive academic years pass without enrollment.,A student is considered withdrawn when two consecutive academic years pass without enrollment.
What happens if a student withdraws but has already passed some credits?,"If a student withdraws from a bachelor's degree, a university master's degree, or a dual-degree program at the bachelor's or master's level after having passed some credits, they may apply for readmission to the dean's office.",1.0,0.5510439967999083,0.5442200599695208,0.8033027613921065,They may apply for readmission to the dean's office.,They may apply for readmission to the dean's office if a student withdraws but has already passed some credits.
Are mobility students subject to permanence regulations?,"Yes, mobility students are subject to the permanence regulations during the year in which they take credits at another university.",0.0,0.85544460171837,0.044075612751554846,0.2192106286264917,No.,"No, mobility students are exempt of the permanence regulation during the year they study at another university."
What happens if a student does not meet permanence conditions?,"If a student does not meet the permanence conditions, they must withdraw from the bachelor's degree, the master's degree, or the dual-degree program in which they were enrolled.",1.0,0.9137890283165281,0.9012148596915774,0.9351459783615063,They must withdraw from the program.,They must withdraw from the program if they don't meet permanence conditions.
How many computer labs are available at the Faculty?,There are fifteen computer labs available at the Faculty.,1.0,1.0,0.8423219806351387,0.9937376077418065,15.,There are fifteen computer labs at the faculty.
Where are the computer labs located?,"The computer labs are located in three different areas: the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.",1.0,0.9999999999999997,0.8405496743539742,0.8881599887066491,"They are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696.","The computer labs are located on the ground floor of Tower II of Building 690, the basement of Tower IV of Building 690, and the second floor of Building 696."
Who can access the computer labs?,"Members of the UB university community, including faculty, students, PTGAS, and UB alumni, can access the computer labs during the academic term when they are not being used for instructional activities.",1.0,0.8222697693383392,0.4252082902990306,0.4094941407788419,Only members of the University.,Only members of the University who identify themselves as such can acces to the computer labs.
What are the opening hours of the computer labs during the academic term?,"During the academic term, the labs are open from 8:00 AM to 9:00 PM.",1.0,0.8221381263428381,0.8964159999159169,0.7033941971745559,From 8:00 AM to 9:00 PM.,The computer labs are open from 8:00 AM to 9:00 PM.
How many study rooms are available at the Faculty?,Ten study rooms are available at the Faculty.,1.0,1.0000000000000002,0.8889901251499222,0.9657844454584438,Ten rooms.,There are ten study rooms at the faculty.
Where are the study rooms located?,"The study rooms are located in Buildings 696 (ground floor) and 696 (2nd floor), as well as in Building 690.",0.6666666666666666,1.0,0.9491976356660309,0.9492006059197418,"Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690.","Five rooms are on the ground floor of Building 696, two rooms are on the second floor of Building 696, and three rooms are in Building 690."
What sports facilities are available through the UB Sports Service?,"The UB Sports Service offers various sports facilities including a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.",1.0,0.9707213464635408,0.9385058784102329,0.9220337684101915,"Facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track.","UB Sport Service facilities include a swimming pool, tennis and paddle tennis courts, aerobics and fitness rooms, a soccer field with artificial turf, a rugby field, a multi-purpose gymnasium, and an athletic track."
