ID,Q,SA,LA,Source_doc,Source_text,longitud_ref,chunk_relevante,similitud_max,respuesta_con_rag,respuesta_sin_rag,chunk_rec_1_id,chunk_rec_1_doc,chunk_rec_1_texto,chunk_rec_1_sim,chunk_rec_2_id,chunk_rec_2_doc,chunk_rec_2_texto,chunk_rec_2_sim,chunk_rec_3_id,chunk_rec_3_doc,chunk_rec_3_texto,chunk_rec_3_sim
Q_011,What is the minimum hourly remuneration during curricular internships?,3 euros.,The minimum hourly remuneration of inthership is 3 euros.,DOC_001,"Extracurricular intership must always be remunerated. Optional curricular internships must always be paid. Mandatory curricular internships, although it is recommended that they be paid, may not be. If the intership is remunerated, the minimum is 3 euros. Internships for statistics students are optional, and they can complete up to two.",338,DOC_001_chunk_0011,1.0,The minimum hourly remuneration during curricular internships is 3 euros.,"I am not able to provide specific legal information like minimum wage rates for internships.  To find that information, I recommend checking the official website of the Catalan government or contacting the UB's career services department.",DOC_001_chunk_0011,DOC_001,". Optional curricular internships must always be paid. Mandatory curricular internships, although it is recommended that they be paid, may not be. If the intership is remunerated, the minimum is 3 euros. Internships for statistics students are optional, and they can complete up to two.",0.8756394386291504,DOC_001_chunk_0007,DOC_001,"Internships, both curricular and extracurricular, must be carried out Monday through Friday, excluding holidays, between 8:00 AM and 9:00 PM. The student may work a maximum of 6 hours per day",0.8605695962905884,DOC_001_chunk_0004,DOC_001,"Duration and Schedules of Internships  The external internships of students of the Faculty of Economics and Business are limited in terms of the number of hours, both overall and per training project, depending on the type of instruction. The breakdown of hours is set out in Annex 1.  Curricular internships: you may undertake as many curricular internships as the internship courses included in the curriculum of the corresponding program",0.8422924280166626
Q_012,How many internships can statistics students complete?,Up to two internships.,Statistics students can complete up to two internships.,DOC_001,"Internships for statistics students are optional, and they can complete up to two.",82,DOC_001_chunk_0011,1.0,Statistics students can complete up to two internships.,"As a statistics student at the UB, I am not able to provide a specific number for how many internships one can complete.",DOC_001_chunk_0011,DOC_001,". Optional curricular internships must always be paid. Mandatory curricular internships, although it is recommended that they be paid, may not be. If the intership is remunerated, the minimum is 3 euros. Internships for statistics students are optional, and they can complete up to two.",0.8554577231407166,DOC_002_chunk_0012,DOC_002,"All undergraduate, master's, or postgraduate students can do international internships, provided they have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree), during a period without academic activity (for example, during the summer after exams have already ended).",0.8233001232147217,DOC_001_chunk_0001,DOC_001,The statistics degree is from the University of Barcelona and is part of the Faculty of Economics and Business. The program has a total of 240 credits,0.8205054402351379
Q_013,What is GIPE?,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,DOC_002,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,144,DOC_002_chunk_0001,1.0,"GIPE is an application used to post internship offers and manage the corresponding documentation, such as agreements and training plans.","GIPE stands for ""Grupo de Investigación en Economía Política"" which translates to ""Research Group in Economic Policy"" in English.",DOC_002_chunk_0001,DOC_002,GIPE is the application through which internship offers are posted and the corresponding documentation (agreement and training plan) is managed.,0.8765002489089966,DOC_002_chunk_0002,DOC_002,"The student can update the information that the company can view (education, languages, work experience, etc.), as well as upload documents such as their resume. New offers are posted on the GIPE daily, and each one is active for one month. Once a student is selected (either through the GIPE or outside the application), the company must request to manage the internship through the GIPE.",0.8302158117294312,DOC_002_chunk_0007,DOC_002,". Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ENROLLMENT EXTENSION: Around May 31 of the academic year in ACTIVE status in GIPE. For specific dates, please consult the academic year's externship calendar.",0.817427396774292
Q_014,What is GAEF?,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular.","GAEF is the application used to track and evaluate internships, both curricular and extracurricular.",DOC_002,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular.",100,DOC_002_chunk_0003,1.0,"GAEF is an application used to track and evaluate internships, both curricular and extracurricular.","GAEF stands for ""**Grupo de Análisis Económico y Financiero**"", which translates to ""Economic and Financial Analysis Group"" in English.",DOC_002_chunk_0003,DOC_002,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular. The student accesses it with their UB credentials. The company supervisor logs in with their own credentials, which they can generate or retrieve using the corresponding button on the main page",0.853622317314148,DOC_002_chunk_0004,DOC_002,". Once the internship is managed and in “active” status in GIPE, the evaluation is generated in GAEF, and the student, academic advisor, and company contact receive an email notification.",0.8065448999404907,DOC_003_chunk_0006,DOC_003,"The members of the tribunal are proposed and appointed by the CTFG from among the teaching staff of the Departments that teach at the GE. The court is composed, at least, of: the president, who directs the entire process of action of the court; the secretary, who guards the evaluation act; a member; a substitute. Of the 4 members, two must be from the UB and two from the UPC",0.7518540024757385
Q_015,How much in advance must the Career Services Office receive the internship documentation?,At least one week in advance.,The Career Services Office must receive the intership documentation at least one week in advance.,DOC_002,"The deadlines for applying for internships (curricular or extracurricular) require that one week in advance the Career Services Office must have both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) as well as the student's prior documentation",314,DOC_002_chunk_0005,1.0,The Career Services Office must receive the internship documentation one week in advance.,I would need to check the specific guidelines from the Career Services Office at the UB for information on how much advance notice is required for internship documentation.,DOC_002_chunk_0005,DOC_002,"The deadlines for applying for internships (curricular or extracurricular) require that one week in advance the Career Services Office must have both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) as well as the student's prior documentation (properly completed, signed, and submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously",0.8692447543144226,DOC_002_chunk_0002,DOC_002,"The student can update the information that the company can view (education, languages, work experience, etc.), as well as upload documents such as their resume. New offers are posted on the GIPE daily, and each one is active for one month. Once a student is selected (either through the GIPE or outside the application), the company must request to manage the internship through the GIPE.",0.8252542614936829,DOC_002_chunk_0000,DOC_002,Processing of external academic internships,0.8208166360855103
Q_016,Can a student substitute an enrolled elective course for an internship?,Yes.,The student can exchange a previously enrolled elective course for the internship course.,DOC_002,ELECTIVE EXCHANGE: you can exchange a previously enrolled elective course for the internship course.,100,DOC_002_chunk_0006,1.0,"Yes, according to the document, students can exchange a previously enrolled elective course for the internship course if they meet certain conditions.","I am not able to provide specific advice on university policies or regulations, as I am just an AI assistant.  It would be best to consult your university's academic handbook or speak directly with your program advisor to determine if substituting an enrolled elective course for an internship is possible.",DOC_002_chunk_0006,DOC_002,"submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously enrolled elective course for the internship course:  First-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year",0.8779366612434387,DOC_002_chunk_0012,DOC_002,"All undergraduate, master's, or postgraduate students can do international internships, provided they have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree), during a period without academic activity (for example, during the summer after exams have already ended).",0.8519637584686279,DOC_002_chunk_0000,DOC_002,Processing of external academic internships,0.8385797142982483
Q_017,By when must first-semester curricular internships be active in GIPE?,Approximately before November 14 of the academic year.,Thet curricular intership must be active in GIPE approximately before November 14 of the academic year.,DOC_002,First-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year.,110,DOC_002_chunk_0006,1.0,First-semester curricular internships must be in ACTIVE status in GIPE approximately before November 14 of the academic year.,"I am not able to access specific information from external systems like GIPE, so I cannot tell you by what date first-semester curricular internships must be active there.",DOC_002_chunk_0006,DOC_002,"submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously enrolled elective course for the internship course:  First-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year",0.8928141593933105,DOC_002_chunk_0007,DOC_002,". Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ENROLLMENT EXTENSION: Around May 31 of the academic year in ACTIVE status in GIPE. For specific dates, please consult the academic year's externship calendar.",0.887645959854126,DOC_002_chunk_0002,DOC_002,"The student can update the information that the company can view (education, languages, work experience, etc.), as well as upload documents such as their resume. New offers are posted on the GIPE daily, and each one is active for one month. Once a student is selected (either through the GIPE or outside the application), the company must request to manage the internship through the GIPE.",0.8677195906639099
Q_018,By when must second-semester curricular internships be active in GIPE?,Approximately before April 30 of the academic year.,The curricular intership must be active in GIPE approximately before April 30 of the academic year.,DOC_002,Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ,109,DOC_002_chunk_0007,1.0,Second-semester curricular internships must be in ACTIVE status in GIPE approximately before April 30 of the academic year.,"I am not able to access specific information from external systems like GIPE, including their internship deadlines.",DOC_002_chunk_0007,DOC_002,". Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ENROLLMENT EXTENSION: Around May 31 of the academic year in ACTIVE status in GIPE. For specific dates, please consult the academic year's externship calendar.",0.902058720588684,DOC_002_chunk_0006,DOC_002,"submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously enrolled elective course for the internship course:  First-semester courses must be in ACTIVE status in GIPE approximately before November 14 of the academic year",0.8799880743026733,DOC_002_chunk_0002,DOC_002,"The student can update the information that the company can view (education, languages, work experience, etc.), as well as upload documents such as their resume. New offers are posted on the GIPE daily, and each one is active for one month. Once a student is selected (either through the GIPE or outside the application), the company must request to manage the internship through the GIPE.",0.8637540340423584
Q_019,What is the deadline for internship enrollment extension?,Around May 31 of the academic year.,The deadline for internship enrollment extension is around 31 May. of the academic year.,DOC_002,ENROLLMENT EXTENSION: Around May 31 of the academic year in ACTIVE status in GIPE.,82,DOC_002_chunk_0007,1.0,"The deadline for internship enrollment extension is around May 31 of the academic year, assuming it is in ACTIVE status in GIPE.","I am sorry, I do not have access to real-time information, including specific deadlines for university programs or events.  To find the deadline for internship enrollment extension, I recommend checking the official website of the Faculty of Economics and Business at the University of Barcelona.",DOC_001_chunk_0006,DOC_001,"Internships, both curricular and extracurricular, must be carried out within the academic period for which the enrollment is valid. Under no circumstances may they be extended or extend beyond the end of the official academic year of the Faculty and the University of Barcelona. This usually runs from September 15 of one year to September 14 of the following year.",0.8633716106414795,DOC_002_chunk_0005,DOC_002,"The deadlines for applying for internships (curricular or extracurricular) require that one week in advance the Career Services Office must have both the company's internship request (properly completed, all correct: prior agreement active and internship offer to GIPE) as well as the student's prior documentation (properly completed, signed, and submitted, all correct): CURRICULAR INTERNSHIPS: ELECTIVE EXCHANGE: you can exchange a previously",0.8464435338973999,DOC_002_chunk_0007,DOC_002,". Second-semester courses must be in ACTIVE status in GIPE approximately before April 30 of the academic year. ENROLLMENT EXTENSION: Around May 31 of the academic year in ACTIVE status in GIPE. For specific dates, please consult the academic year's externship calendar.",0.838147759437561
Q_020,Can a student close their file if they have completed all credits but are still doing extracurricular internships?,No.,"No, the student cannot close their file until the internship end date has passed.",DOC_002,"If undertaking extracurricular internships, the student cannot close their file or request their bachelor's/master's/postgraduate degree until the internship end date has passed.",178,DOC_002_chunk_0008,1.0,"No, a student cannot close their file while they are still doing extracurricular internships, as the internship end date must pass first.","No, a student cannot close their file just because they have completed all credits, even if they are still doing extracurricular internships.",DOC_002_chunk_0008,DOC_002,"If undertaking extracurricular internships, the student cannot close their file or request their bachelor's/master's/postgraduate degree until the internship end date has passed.",0.9159074425697328,DOC_002_chunk_0012,DOC_002,"All undergraduate, master's, or postgraduate students can do international internships, provided they have an active enrollment for the current academic year (not canceled for non-payment, and have not applied for their degree), during a period without academic activity (for example, during the summer after exams have already ended).",0.8609799742698669,DOC_001_chunk_0007,DOC_001,"Internships, both curricular and extracurricular, must be carried out Monday through Friday, excluding holidays, between 8:00 AM and 9:00 PM. The student may work a maximum of 6 hours per day",0.8532590866088867
Q_021,What percentage of the final internship grade corresponds to the company supervisor’s evaluation?,40%.,The company supervisor’s evaluation accounts for 40% of the final grade.,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). ",125,DOC_002_chunk_0009,1.0,The company supervisor's evaluation accounts for 40% of the final internship grade.,I am not able to provide specific percentages for how much of a final internship grade is determined by the company supervisor's evaluation.  This kind of information would vary depending on the specific program and university policies.,DOC_002_chunk_0009,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period. Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date",0.9033276438713074,DOC_002_chunk_0004,DOC_002,". Once the internship is managed and in “active” status in GIPE, the evaluation is generated in GAEF, and the student, academic advisor, and company contact receive an email notification.",0.8164422512054443,DOC_002_chunk_0003,DOC_002,"GAEF is the application used to track and evaluate internships, both curricular and extracurricular. The student accesses it with their UB credentials. The company supervisor logs in with their own credentials, which they can generate or retrieve using the corresponding button on the main page",0.8131971955299377
Q_022,What percentage of the final grade corresponds to the evaluation of the final report?,40%.,The evaluation of the final report accounts for 40% of the final grade.,DOC_002,Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date.,137,DOC_002_chunk_0009,1.0,Forty percent of the final grade corresponds to the evaluation of the final internship report.,I am not able to provide specific percentages for grading components as they can vary significantly between courses and universities.,DOC_002_chunk_0009,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period. Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date",0.8401601910591125,DOC_005_chunk_0006,DOC_005,. Students who have passed a course are divided into five groups: the top 10% receive a grade of A; the next 25% receive a grade of B; the next 30% receive a grade of C; the next 25% receive a grade of D; and the final 10% receive a grade of E.,0.8185539245605469,DOC_005_chunk_0002,DOC_005,"The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date.",0.8118363618850708
Q_023,What percentage of the final grade corresponds to the academic supervisor’s monitoring?,20%.,The academic supervisor monitoring accounts for 20% of the final grade.,DOC_002,Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period.,187,DOC_002_chunk_0009,1.0,20% of the final grade corresponds to the academic supervisor's monitoring.,I am unable to provide specific percentages for how much of a final grade is allocated to academic supervisor monitoring as that information would vary depending on the program and university policies.,DOC_002_chunk_0009,DOC_002,"Company supervisor: During the last week of the internship, they must complete the evaluation form (40% of the final grade). Academic supervisor: Must schedule a minimum of two meetings with the student and complete two questionnaires: Monitoring (20% of the final grade) throughout the entire internship period. Evaluation of the final intership report (40% of the final grade) within a maximum of fifteen calendar days from the internship end date",0.8717980980873108,DOC_005_chunk_0002,DOC_005,"The final grade for the course must be made public within a maximum of 14 calendar days from the date the continuous assessment processes, the single assessment exam, or the re-evaluation conclude. It must be ensured that the grades are published 5 calendar days before the re-evaluation date.",0.8026667833328247,DOC_005_chunk_0006,DOC_005,. Students who have passed a course are divided into five groups: the top 10% receive a grade of A; the next 25% receive a grade of B; the next 30% receive a grade of C; the next 25% receive a grade of D; and the final 10% receive a grade of E.,0.8017982244491577
